nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize,Door Deco
엄마의 자수 장식,7145,Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_5_0.png,NFS,88,Mom,,Colorful,Brown,Not for sale,No,1x1 ,5_0,Trees,Design,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
큰입배스 벽장식,11127,mounted black bass,https://acnhcdn.com/latest/FtrIcon/FtrFishBlackbassWall.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,Beige,For sale,No,1x0.5 ,NA,NA,NA,NA,NA,NA,ocean,facility,None,None,No,No,No
청새치 벽장식,11128,mounted blue marlin,https://acnhcdn.com/latest/FtrIcon/FtrFishKajikiWall.png,5000,1250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,Gray,For sale,No,2x1 ,NA,NA,NA,NA,NA,NA,ocean,facility,None,None,No,No,No
국화 리스,5467,mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMum.png,NFS,720,Crafting,,Yellow,White,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
버섯 리스,4726,mushroom wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMushroom.png,NFS,1500,Crafting,,Beige,Brown,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,garden,None,mush,None,No,No,Yes
내추럴 국화 리스,5768,natural mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumRare.png,NFS,4800,Crafting,,Green,Green,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
오렌지 벽시계,3976,orange wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrFruitsClockW_Remake_0_0.png,NFS,2240,Crafting,,Orange,Orange,Not for sale,Yes,1x1 ,0_0,Orange,Fruit type,NA,NA,3,fancy,None,fruits,orange,Yes,No,No
오렌지 벽시계,3976,orange wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrFruitsClockW_Remake_1_0.png,NFS,2240,Crafting,,Red,Red,Not for sale,Yes,1x1 ,1_0,Blood orange,Fruit type,NA,NA,3,fancy,None,fruits,orange,Yes,No,No
오너먼트 모빌,6818,ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_0_0.png,NFS,340,Crafting,,Colorful,Brown,Not for sale,Yes,1x1 ,0_0,Colorful,Color,NA,NA,1,party,fancy,festive,None,Yes,No,No
오너먼트 모빌,6818,ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_1_0.png,NFS,340,Crafting,,Blue,Gray,Not for sale,Yes,1x1 ,1_0,Blue,Color,NA,NA,1,party,fancy,festive,None,Yes,No,No
오너먼트 모빌,6818,ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_2_0.png,NFS,340,Crafting,,Red,White,Not for sale,Yes,1x1 ,2_0,Red,Color,NA,NA,1,party,fancy,festive,None,Yes,No,No
오너먼트 모빌,6818,ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_3_0.png,NFS,340,Crafting,,Pink,Pink,Not for sale,Yes,1x1 ,3_0,Pink,Color,NA,NA,1,party,fancy,festive,None,Yes,No,No
오너먼트 모빌,6818,ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_4_0.png,NFS,340,Crafting,,Yellow,Brown,Not for sale,Yes,1x1 ,4_0,Gold,Color,NA,NA,1,party,fancy,festive,None,Yes,No,No
오너먼트 모빌,6818,ornament mobile,https://acnhcdn.com/latest/FtrIcon/FtrOrnamentMobile_Remake_5_0.png,NFS,340,Crafting,,White,Gray,Not for sale,Yes,1x1 ,5_0,White,Color,NA,NA,1,party,fancy,festive,None,Yes,No,No
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_0_0.png,NFS,800,Crafting,,Light blue,Blue,Not for sale,Yes,1x1 ,0_0,Blue,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_1_0.png,NFS,800,Crafting,,Yellow,Orange,Not for sale,Yes,1x1 ,1_0,Gold,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_2_0.png,NFS,800,Crafting,,Gray,White,Not for sale,Yes,1x1 ,2_0,Silver,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_3_0.png,NFS,800,Crafting,,Green,Yellow,Not for sale,Yes,1x1 ,3_0,Green,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_4_0.png,NFS,800,Crafting,,Red,Yellow,Not for sale,Yes,1x1 ,4_0,Red,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_5_0.png,NFS,800,Crafting,,Green,Gray,Not for sale,Yes,1x1 ,5_0,Light green,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_6_0.png,NFS,800,Crafting,,Pink,Purple,Not for sale,Yes,1x1 ,6_0,Pink,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
오너먼트 리스,4377,ornament wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathOrnament_Remake_7_0.png,NFS,800,Crafting,,Purple,Gray,Not for sale,Yes,1x1 ,7_0,Purple,Color,NA,NA,1,fancy,None,festive,None,Yes,No,Yes
팬지 리스,5466,pansy wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathPansy.png,NFS,720,Crafting,,Red,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
파티 가랜드,4077,party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_0_0.png,650,162,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Colorful,For sale,No,2x1 ,0_0,Colorful,NA,NA,NA,NA,party,fancy,None,None,No,No,No
파티 가랜드,4077,party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_1_0.png,650,162,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Colorful,For sale,No,2x1 ,1_0,Pastel,NA,NA,NA,NA,party,fancy,None,None,No,No,No
파티 가랜드,4077,party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_2_0.png,650,162,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Light blue,White,For sale,No,2x1 ,2_0,Boating stripes,NA,NA,NA,NA,party,fancy,None,None,No,No,No
파티 가랜드,4077,party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_3_0.png,650,162,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Orange,Black,For sale,No,2x1 ,3_0,Orange & black,NA,NA,NA,NA,party,fancy,None,None,No,No,No
파티 가랜드,4077,party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_4_0.png,650,162,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Red,For sale,No,2x1 ,4_0,Pop,NA,NA,NA,NA,party,fancy,None,None,No,No,No
파티 가랜드,4077,party garland,https://acnhcdn.com/latest/FtrIcon/FtrPartydecorationWall_Remake_5_0.png,650,162,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Black,Brown,For sale,No,2x1 ,5_0,Gorgeous,NA,NA,NA,NA,party,fancy,None,None,No,No,No
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_0_0.png,NFS,360,Crafting,,Beige,Brown,Not for sale,Yes,1x1 ,0_0,Light wood,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_1_0.png,NFS,360,Crafting,,Light blue,Orange,Not for sale,Yes,1x1 ,1_0,Light blue,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_2_0.png,NFS,360,Crafting,,Black,Beige,Not for sale,Yes,1x1 ,2_0,Dark gray,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_3_0.png,NFS,360,Crafting,,Orange,Beige,Not for sale,Yes,1x1 ,3_0,Natural wood,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_4_0.png,NFS,360,Crafting,,Brown,Beige,Not for sale,Yes,1x1 ,4_0,Dark brown,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_5_0.png,NFS,360,Crafting,,White,Orange,Not for sale,Yes,1x1 ,5_0,White,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_6_0.png,NFS,360,Crafting,,Light blue,Blue,Not for sale,Yes,1x1 ,6_0,Blue,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
발바닥 문패,5716,paw-print doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPaw_Remake_7_0.png,NFS,360,Crafting,,Pink,Brown,Not for sale,Yes,1x1 ,7_0,Pink,Color,NA,NA,1,living room,fancy,None,None,Yes,No,Yes
괘종시계,4106,pendulum clock,https://acnhcdn.com/latest/FtrIcon/FtrClockPendulumWall.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Brown,White,For sale,No,1x1 ,NA,NA,NA,NA,NA,NA,living room,None,None,None,No,No,No
페넌트,3818,pennant,https://acnhcdn.com/latest/FtrIcon/FtrPennant_Remake_0_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Orange,Blue,For sale,No,2x1 ,0_0,Sports,NA,NA,NA,NA,shop,child's room,None,None,No,No,No
페넌트,3818,pennant,https://acnhcdn.com/latest/FtrIcon/FtrPennant_Remake_1_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Beige,Red,For sale,No,2x1 ,1_0,University,NA,NA,NA,NA,shop,child's room,None,None,No,No,No
페넌트,3818,pennant,https://acnhcdn.com/latest/FtrIcon/FtrPennant_Remake_2_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,White,For sale,No,2x1 ,2_0,Classic,NA,NA,NA,NA,shop,child's room,None,None,No,No,No
페넌트,3818,pennant,https://acnhcdn.com/latest/FtrIcon/FtrPennant_Remake_3_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,White,For sale,No,2x1 ,3_0,Sponsor,NA,NA,NA,NA,shop,child's room,None,None,No,No,No
페넌트,3818,pennant,https://acnhcdn.com/latest/FtrIcon/FtrPennant_Remake_4_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Colorful,Yellow,For sale,No,2x1 ,4_0,Souvenir,NA,NA,NA,NA,shop,child's room,None,None,No,No,No
주방 도구 걸이,928,pot rack,https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_0_0.png,3000,750,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Brown,White,For sale,No,2x1 ,0_0,Wooden,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
주방 도구 걸이,928,pot rack,https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_1_0.png,3000,750,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Gray,Gray,For sale,No,2x1 ,1_0,Stainless steel,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
주방 도구 걸이,928,pot rack,https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_2_0.png,3000,750,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Orange,For sale,No,2x1 ,2_0,Pop,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
벽걸이 식물,3785,potted ivy,https://acnhcdn.com/latest/FtrIcon/FtrLeafWall_Remake_0_0.png,NFS,1100,Crafting,,Green,Gray,Not for sale,Yes,1x1 ,0_0,Light green,Color,NA,NA,2,living room,None,None,None,Yes,No,No
벽걸이 식물,3785,potted ivy,https://acnhcdn.com/latest/FtrIcon/FtrLeafWall_Remake_1_0.png,NFS,1100,Crafting,,Yellow,Brown,Not for sale,Yes,1x1 ,1_0,Yellow,Color,NA,NA,2,living room,None,None,None,Yes,No,No
벽걸이 식물,3785,potted ivy,https://acnhcdn.com/latest/FtrIcon/FtrLeafWall_Remake_2_0.png,NFS,1100,Crafting,,Red,Black,Not for sale,Yes,1x1 ,2_0,Red,Color,NA,NA,2,living room,None,None,None,Yes,No,No
벽걸이 식물,3785,potted ivy,https://acnhcdn.com/latest/FtrIcon/FtrLeafWall_Remake_3_0.png,NFS,1100,Crafting,,Green,Blue,Not for sale,Yes,1x1 ,3_0,Green,Color,NA,NA,2,living room,None,None,None,Yes,No,No
큐트 코스모스 리스,5745,pretty cosmos wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathCosmosMix.png,NFS,1200,Crafting,,Pink,Orange,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
큐트 튤립 리스,5751,pretty tulip wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathTulipMix.png,NFS,2400,Crafting,,Pink,Orange,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
보라색 히아신스 리스,5769,purple hyacinth wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathHyacinthRare.png,NFS,4800,Crafting,,Purple,Purple,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
라디에이터,4028,retro radiator,https://acnhcdn.com/latest/FtrIcon/FtrCentralheating.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,White,For sale,No,1x1 ,NA,NA,NA,NA,NA,NA,living room,school,None,None,No,No,No
장미 리스,5437,rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRose.png,NFS,720,Crafting,,Red,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
사수자리 활,5958,Sagittarius arrow,https://acnhcdn.com/latest/FtrIcon/FtrZodiacSagittarius.png,NFS,21750,Crafting,,Brown,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,expensive,None,stars,None,No,No,No
조개껍데기 리스,4376,shell wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathShell.png,NFS,4720,Crafting,,White,Beige,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,ocean,None,shell,None,No,No,Yes
샤워 세트,4017,shower set,https://acnhcdn.com/latest/FtrIcon/FtrShowerWall_Remake_0_0.png,1800,450,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Gray,Black,For sale,No,1x1.5 ,0_0,Silver,NA,NA,NA,NA,bathroom,None,None,None,No,No,No
샤워 세트,4017,shower set,https://acnhcdn.com/latest/FtrIcon/FtrShowerWall_Remake_1_0.png,1800,450,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Yellow,Yellow,For sale,No,1x1.5 ,1_0,Gold,NA,NA,NA,NA,bathroom,None,None,None,No,No,No
샤워 세트,4017,shower set,https://acnhcdn.com/latest/FtrIcon/FtrShowerWall_Remake_2_0.png,1800,450,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Brown,Brown,For sale,No,1x1.5 ,2_0,Copper,NA,NA,NA,NA,bathroom,None,None,None,No,No,No
샤워 세트,4017,shower set,https://acnhcdn.com/latest/FtrIcon/FtrShowerWall_Remake_3_0.png,1800,450,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Black,For sale,No,1x1.5 ,3_0,Black,NA,NA,NA,NA,bathroom,None,None,None,No,No,No
아카데미 은 상패,7036,silver HHA plaque,https://acnhcdn.com/latest/FtrIcon/FtrShieldHhaSilver.png,NFS,425,HHA,,Brown,Gray,Not for sale,No,1x1 ,NA,NA,NA,NA,NA,NA,living room,expensive,None,None,No,No,No
해골 문패,4738,skull doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorPlateSkull_Remake_0_0.png,540,135,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Beige,Brown,For sale,No,1x1 ,0_0,Brown,NA,NA,NA,NA,horror,None,None,None,No,No,Yes
해골 문패,4738,skull doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorPlateSkull_Remake_1_0.png,540,135,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,White,Red,For sale,No,1x1 ,1_0,White,NA,NA,NA,NA,horror,None,None,None,No,No,Yes
팝 팬지 리스,5748,snazzy pansy wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathPansyMix.png,NFS,1200,Crafting,,Red,Blue,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
눈의 결정 리스,4375,snowflake wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathIce.png,NFS,1600,Crafting,,Light blue,White,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,freezing cold,fancy,None,None,No,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_0_0.png,360,90,Bug-Off,,Black,Green,Not for sale,No,1x1 ,0_0,Black,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_1_0.png,360,90,Bug-Off,,Yellow,Purple,Not for sale,No,1x1 ,1_0,Yellow,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_2_0.png,360,90,Bug-Off,,Green,Red,Not for sale,No,1x1 ,2_0,Green,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_3_0.png,360,90,Bug-Off,,Pink,Light blue,Not for sale,No,1x1 ,3_0,Pink,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_4_0.png,360,90,Bug-Off,,Purple,Green,Not for sale,No,1x1 ,4_0,Purple,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_5_0.png,360,90,Bug-Off,,Red,Blue,Not for sale,No,1x1 ,5_0,Red,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_6_0.png,360,90,Bug-Off,,Gray,Purple,Not for sale,No,1x1 ,6_0,Gray,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미 문패,5310,spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_7_0.png,360,90,Bug-Off,,Blue,Red,Not for sale,No,1x1 ,7_0,Blue,Color,NA,NA,NA,child's room,horror,None,None,Yes,No,Yes
거미줄,3817,spider web,https://acnhcdn.com/latest/FtrIcon/FtrSpiderweb.png,NFS,25,Bug-Off,,White,White,Not for sale,No,2x1 ,NA,NA,NA,NA,NA,NA,facility,horror,None,None,No,No,No
별 모양 가랜드,6827,starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_0_0.png,NFS,5000,Crafting,,Yellow,Yellow,Not for sale,Yes,2x1 ,0_0,Yellow,Color,NA,NA,7,space,fancy,stars,None,Yes,No,No
별 모양 가랜드,6827,starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_1_0.png,NFS,5000,Crafting,,Green,Green,Not for sale,Yes,2x1 ,1_0,Green,Color,NA,NA,7,space,fancy,stars,None,Yes,No,No
별 모양 가랜드,6827,starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_2_0.png,NFS,5000,Crafting,,Light blue,Light blue,Not for sale,Yes,2x1 ,2_0,Blue,Color,NA,NA,7,space,fancy,stars,None,Yes,No,No
별 모양 가랜드,6827,starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_3_0.png,NFS,5000,Crafting,,Purple,Purple,Not for sale,Yes,2x1 ,3_0,Purple,Color,NA,NA,7,space,fancy,stars,None,Yes,No,No
별 모양 가랜드,6827,starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_4_0.png,NFS,5000,Crafting,,Pink,Pink,Not for sale,Yes,2x1 ,4_0,Pink,Color,NA,NA,7,space,fancy,stars,None,Yes,No,No
별 모양 가랜드,6827,starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_5_0.png,NFS,5000,Crafting,,Orange,Orange,Not for sale,Yes,2x1 ,5_0,Orange,Color,NA,NA,7,space,fancy,stars,None,Yes,No,No
별 모양 가랜드,6827,starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_6_0.png,NFS,5000,Crafting,,White,White,Not for sale,Yes,2x1 ,6_0,White,Color,NA,NA,7,space,fancy,stars,None,Yes,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_0_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,White,For sale,No,1x1 ,0_0,White,NA,NA,NA,NA,facility,concert,None,None,No,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_1_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Yellow,For sale,No,1x1 ,1_0,Yellow,NA,NA,NA,NA,facility,concert,None,None,No,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_2_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Orange,For sale,No,1x1 ,2_0,Orange,NA,NA,NA,NA,facility,concert,None,None,No,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_3_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Red,For sale,No,1x1 ,3_0,Red,NA,NA,NA,NA,facility,concert,None,None,No,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_4_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Pink,For sale,No,1x1 ,4_0,Pink,NA,NA,NA,NA,facility,concert,None,None,No,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_5_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Purple,For sale,No,1x1 ,5_0,Purple,NA,NA,NA,NA,facility,concert,None,None,No,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_6_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Blue,For sale,No,1x1 ,6_0,Blue,NA,NA,NA,NA,facility,concert,None,None,No,No,No
벽걸이 스포트라이트,7190,studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_7_0.png,2300,575,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Green,For sale,No,1x1 ,7_0,Green,NA,NA,NA,NA,facility,concert,None,None,No,No,No
감시 카메라,1165,surveillance camera,https://acnhcdn.com/latest/FtrIcon/FtrSurveillance.png,1000,250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,Gray,For sale,No,1x1 ,NA,NA,NA,NA,NA,NA,facility,None,None,None,No,No,No
태피스트리,704,tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_0_0.png,880,220,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Light blue,For sale,No,1x1.5 ,0_0,Geometric pattern,NA,NA,NA,NA,living room,None,None,None,No,No,No
태피스트리,704,tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_1_0.png,880,220,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,White,For sale,No,1x1.5 ,1_0,Animal,NA,NA,NA,NA,living room,None,None,None,No,No,No
태피스트리,704,tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_2_0.png,880,220,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Green,For sale,No,1x1.5 ,2_0,Floral,NA,NA,NA,NA,living room,None,None,None,No,No,No
태피스트리,704,tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_3_0.png,880,220,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,White,Red,For sale,No,1x1.5 ,3_0,Fairy tale,NA,NA,NA,NA,living room,None,None,None,No,No,No
