nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Primary Shape,Secondary Shape
민소매 셔츠 원피스,8952,sleeveless shirtdress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt2.png,Summer,Simple,everyday; vacation,Pink,A-line,N
민소매 셔츠 원피스,8953,sleeveless shirtdress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt3.png,Summer,Simple,everyday; vacation,Lime,A-line,N
차이나 드레스,5131,sleeveless silk dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina0.png,All Year,Elegant,everyday; formal; party,Red,B-long,
차이나 드레스,9152,sleeveless silk dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina1.png,All Year,Elegant,everyday; formal; party,Green,B-long,
차이나 드레스,9153,sleeveless silk dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina2.png,All Year,Elegant,everyday; formal; party,Navy blue,B-long,
차이나 드레스,9154,sleeveless silk dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina3.png,2520,630,Able Sisters,Available from Able Sisters shop only,White,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina3.png,All Year,Elegant,everyday; formal; party,White,B-long,
차이나 드레스,9155,sleeveless silk dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina4.png,2520,630,Able Sisters,Available from Able Sisters shop only,Pink,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina4.png,All Year,Elegant,everyday; formal; party,Pink,B-long,
차이나 드레스,9156,sleeveless silk dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina5.png,2520,630,Able Sisters,Available from Able Sisters shop only,Light blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina5.png,All Year,Elegant,everyday; formal; party,Light blue,B-long,
차이나 드레스,9157,sleeveless silk dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina6.png,2520,630,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina6.png,All Year,Elegant,everyday; formal; party,Yellow,B-long,
민소매 니트 원피스,3261,sleeveless sweater dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit0.png,All Year,Active,everyday; comfy,Gray,Rib,N
민소매 니트 원피스,8010,sleeveless sweater dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit1.png,All Year,Active,everyday; comfy,Black,Rib,N
민소매 니트 원피스,8011,sleeveless sweater dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit2.png,All Year,Active,everyday; comfy,White,Rib,N
민소매 니트 원피스,8012,sleeveless sweater dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit3.png,All Year,Active,everyday; comfy,Purple,Rib,N
민소매 니트 원피스,8013,sleeveless sweater dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit4.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit4.png,All Year,Active,everyday; comfy,Light blue,Rib,N
민소매 니트 원피스,8014,sleeveless sweater dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit5.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit5.png,All Year,Active,everyday; comfy,Lime,Rib,N
우주복,3636,space suit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSpaceWhite.png,5000,1250,Able Sisters,Available from Able Sisters shop only,White,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSpaceWhite.png,All Year,Cool,work,White,Overall,L
노움 옷,4171,sprite costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf0.png,2500,625,Able Sisters,Available from Able Sisters shop only,Green,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf0.png,All Year,Cute,fairy tale,Green,Overall,H
노움 옷,8131,sprite costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf1.png,2500,625,Able Sisters,Available from Able Sisters shop only,Red,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf1.png,All Year,Cute,fairy tale,Red,Overall,H
노움 옷,8132,sprite costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf2.png,2500,625,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf2.png,All Year,Cute,fairy tale,Brown,Overall,H
노움 옷,8133,sprite costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf3.png,2500,625,Able Sisters,Available from Able Sisters shop only,Blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf3.png,All Year,Cute,fairy tale,Blue,Overall,H
노움 옷,8134,sprite costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf4.png,2500,625,Able Sisters,Available from Able Sisters shop only,Yellow,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf4.png,All Year,Cute,fairy tale,Yellow,Overall,H
노움 옷,8135,sprite costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf5.png,2500,625,Able Sisters,Available from Able Sisters shop only,Pink,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf5.png,All Year,Cute,fairy tale,Pink,Overall,H
노움 옷,8136,sprite costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf6.png,2500,625,Able Sisters,Available from Able Sisters shop only,Light blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf6.png,All Year,Cute,fairy tale,Mint,Overall,H
슈퍼스타 의상,4449,star costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger0.png,2800,700,Able Sisters,Available from Able Sisters shop only,White,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger0.png,All Year,Gorgeous,party; theatrical,White,Overall,L
슈퍼스타 의상,9512,star costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger1.png,2800,700,Able Sisters,Available from Able Sisters shop only,Black,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger1.png,All Year,Gorgeous,party; theatrical,Black,Overall,L
슈퍼스타 의상,9513,star costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger2.png,2800,700,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger2.png,All Year,Gorgeous,party; theatrical,Red,Overall,L
슈퍼스타 의상,9514,star costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger3.png,2800,700,Able Sisters,Available from Able Sisters shop only,Blue,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger3.png,All Year,Gorgeous,party; theatrical,Navy blue,Overall,L
슈퍼스타 의상,9515,star costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger4.png,2800,700,Able Sisters,Available from Able Sisters shop only,Yellow,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger4.png,All Year,Gorgeous,party; theatrical,Yellow,Overall,L
스팀펑크 옷,5825,steampunk costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSteampunk0.png,2240,560,Able Sisters,Available from Able Sisters shop only,Brown,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSteampunk0.png,All Year,Cool,fairy tale; theatrical,Red,Overall,L
스팀펑크 옷,9534,steampunk costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSteampunk1.png,2240,560,Able Sisters,Available from Able Sisters shop only,Brown,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSteampunk1.png,All Year,Cool,fairy tale; theatrical,Purple,Overall,L
사이키델릭 점프 수트,5799,stellar jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic0.png,1600,400,Able Sisters,Available from Able Sisters shop only,Green,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic0.png,All Year,Active,party; theatrical,Green,Salopette,L
사이키델릭 점프 수트,9530,stellar jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic1.png,1600,400,Able Sisters,Available from Able Sisters shop only,Blue,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic1.png,All Year,Active,party; theatrical,Blue,Salopette,L
사이키델릭 점프 수트,9531,stellar jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic2.png,1600,400,Able Sisters,Available from Able Sisters shop only,Black,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic2.png,All Year,Active,party; theatrical,Dark red,Salopette,L
사이키델릭 점프 수트,9532,stellar jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic3.png,1600,400,Able Sisters,Available from Able Sisters shop only,Purple,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic3.png,All Year,Active,party; theatrical,Purple,Salopette,L
사이키델릭 점프 수트,9533,stellar jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic4.png,1600,400,Able Sisters,Available from Able Sisters shop only,Red,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic4.png,All Year,Active,party; theatrical,Red,Salopette,L
바위 달걀 옷,12450,stone-egg outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggrock0.png,NFS,1200,Crafting,,Yellow,Orange,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggrock0.png,All Year,Active,fairy tale; party; theatrical,None,Rib,N
딸기 옷,3286,strawberry dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNStrawberry.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNStrawberry.png,All Year,Cute,fairy tale; party; theatrical,Red,A-line,N
줄무늬 원피스,4262,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder0.png,All Year,Simple,everyday; comfy,Black,A-line,L
줄무늬 원피스,7769,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder1.png,All Year,Simple,everyday; comfy,Orange,A-line,L
줄무늬 원피스,7770,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder2.png,All Year,Simple,everyday; comfy,Blue,A-line,L
줄무늬 원피스,7771,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder3.png,All Year,Simple,everyday; comfy,Yellow,A-line,L
줄무늬 원피스,7772,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder4.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder4.png,All Year,Simple,everyday; comfy,Red,A-line,L
줄무늬 원피스,7773,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder5.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder5.png,All Year,Simple,everyday; comfy,Gray,A-line,L
줄무늬 원피스,7774,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder6.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder6.png,All Year,Simple,everyday; comfy,Green,A-line,L
줄무늬 원피스,7775,striped dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder7.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder7.png,All Year,Simple,everyday; comfy,Pink,A-line,L
홀터넥 원피스,4290,striped halter dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe0.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe0.png,Summer,Elegant,everyday; comfy; vacation,Pink,A-line,N
홀터넥 원피스,7785,striped halter dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe1.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe1.png,Summer,Elegant,everyday; comfy; vacation,Green,A-line,N
홀터넥 원피스,7786,striped halter dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe2.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe2.png,Summer,Elegant,everyday; comfy; vacation,Orange,A-line,N
홀터넥 원피스,7787,striped halter dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe3.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe3.png,Summer,Elegant,everyday; comfy; vacation,Light blue,A-line,N
줄무늬 맥시 원피스,4729,striped maxi dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe0.png,1400,350,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe0.png,Summer,Elegant,everyday; vacation,Red,A-long,N
줄무늬 맥시 원피스,7782,striped maxi dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe1.png,1400,350,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe1.png,Summer,Elegant,everyday; vacation,Blue,A-long,N
줄무늬 맥시 원피스,7783,striped maxi dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe2.png,1400,350,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe2.png,Summer,Elegant,everyday; vacation,Green,A-long,N
줄무늬 맥시 원피스,7784,striped maxi dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe3.png,1400,350,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe3.png,Summer,Elegant,everyday; vacation,Orange,A-long,N
올인원,5350,stylish jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone0.png,2100,525,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone0.png,All Year,Elegant,everyday; work,Black,Salopette,L
올인원,9039,stylish jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone1.png,2100,525,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone1.png,All Year,Elegant,everyday; work,Gray,Salopette,L
올인원,9040,stylish jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone2.png,2100,525,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone2.png,All Year,Elegant,everyday; work,Beige,Salopette,L
올인원,9041,stylish jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone3.png,2100,525,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone3.png,All Year,Elegant,everyday; work,Avocado,Salopette,L
올인원,9042,stylish jumpsuit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone4.png,2100,525,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone4.png,All Year,Elegant,everyday; work,Pink,Salopette,L
투우사 옷,3613,suit of lights,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull0.png,All Year,Active,sporty; theatrical; work,Black,Overall,L
투우사 옷,9508,suit of lights,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull1.png,All Year,Active,sporty; theatrical; work,Red,Overall,L
투우사 옷,9509,suit of lights,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull2.png,All Year,Active,sporty; theatrical; work,Blue,Overall,L
투우사 옷,9510,suit of lights,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull3.png,2520,630,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull3.png,All Year,Active,sporty; theatrical; work,Green,Overall,L
투우사 옷,9511,suit of lights,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull4.png,2520,630,Able Sisters,Available from Able Sisters shop only,Pink,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull4.png,All Year,Active,sporty; theatrical; work,Pink,Overall,L
스탠딩 칼라 정장,5653,suit with stand-up collar,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar0.png,1800,450,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar0.png,All Year,Cool,everyday; formal; work,Black,Overall,L
스탠딩 칼라 정장,7569,suit with stand-up collar,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar1.png,1800,450,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar1.png,All Year,Cool,everyday; formal; work,Avocado,Overall,L
스탠딩 칼라 정장,7570,suit with stand-up collar,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar2.png,1800,450,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar2.png,All Year,Cool,everyday; formal; work,White,Overall,L
스탠딩 칼라 정장,7571,suit with stand-up collar,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar3.png,1800,450,Able Sisters,Available from Able Sisters shop only,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar3.png,All Year,Cool,everyday; formal; work,Beige,Overall,L
해바라기 원피스,4432,sunflower dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSunflower0.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSunflower0.png,Summer,Cute,everyday; fairy tale; vacation,White,Balloon,N
해바라기 원피스,9428,sunflower dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSunflower1.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSunflower1.png,Summer,Cute,everyday; fairy tale; vacation,Orange,Balloon,N
해바라기 원피스,9429,sunflower dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSunflower2.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSunflower2.png,Summer,Cute,everyday; fairy tale; vacation,Navy blue,Balloon,N
슈퍼 히어로 슈트,4475,superhero uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper0.png,3640,910,Able Sisters,Available from Able Sisters shop only,Blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper0.png,All Year,Active,theatrical; work,Blue,Overall,L
슈퍼 히어로 슈트,9493,superhero uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper1.png,3640,910,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper1.png,All Year,Active,theatrical; work,Red,Overall,L
슈퍼 히어로 슈트,9494,superhero uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper2.png,3640,910,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper2.png,All Year,Active,theatrical; work,Black,Overall,L
슈퍼 히어로 슈트,9495,superhero uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper3.png,3640,910,Able Sisters,Available from Able Sisters shop only,Green,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper3.png,All Year,Active,theatrical; work,Green,Overall,L
멜빵 의상,3707,suspender outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuspenders0.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuspenders0.png,All Year,Elegant,everyday; formal; party,Blue,Overall,L
멜빵 의상,8624,suspender outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuspenders1.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuspenders1.png,All Year,Elegant,everyday; formal; party,Gray,Overall,L
