Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Primary Shape,Secondary Shape
security uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLPoliceNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPoliceNavy.png,Navy blue,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,formal; work,For sale,Overall,L
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl0.png,Black,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl1.png,Ochre,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl2.png,Green,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl3.png,Red,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep0.png,White,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep1.png,Pink,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep2.png,Light blue,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep3.png,Brown,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid0.png,Pink,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid1.png,Blue,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid2.png,Yellow,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid3.png,Mint,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid4.png,Red,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid5.png,Purple,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt0.png,Navy blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt1.png,Beige,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt2.png,Olive,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison0.png,Brown,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison1.png,Light blue,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison2.png,Blue,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison3.png,Pink,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison4.png,Black,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid0.png,Pink,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; vacation,For sale,A-line,N
simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid1.png,Green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; vacation,For sale,A-line,N
simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid2.png,Beige,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; vacation,For sale,A-line,N
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi0.png,Pale green,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi1.png,Wisteria,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi2.png,Pink,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi3.png,Indigo blue,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi4.png,Orange,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi5.png,Aqua,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi6.png,Yellow,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi7.png,Gray,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot0.png,Red,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot1.png,Yellow,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot2.png,Light blue,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot3.png,Green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot4.png,Black,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt0.png,Red,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt1.png,Orange,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt2.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt3.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt4.png,Gray,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
sky-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggsky0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggsky0.png,None,Yes,NFS,1200,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale,Rib,N
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt0.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt1.png,White,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt2.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt3.png,Lime,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina0.png,Red,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina1.png,Green,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina2.png,Navy blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina3.png,White,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina4.png,Pink,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina5.png,Light blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina6.png,Yellow,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit0.png,Gray,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,Rib,N
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit1.png,Black,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,Rib,N
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit2.png,White,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,Rib,N
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit3.png,Purple,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,Rib,N
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit4.png,Light blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,Rib,N
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit5.png,Lime,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,Rib,N
space suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSpaceWhite.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSpaceWhite.png,White,No,5000,1250,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,work,For sale,Overall,L
sprite costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf0.png,Green,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale,For sale,Overall,H
sprite costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf1.png,Red,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale,For sale,Overall,H
sprite costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf2.png,Brown,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale,For sale,Overall,H
sprite costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf3.png,Blue,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale,For sale,Overall,H
sprite costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf4.png,Yellow,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale,For sale,Overall,H
sprite costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf5.png,Pink,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale,For sale,Overall,H
sprite costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHDwarf6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHDwarf6.png,Mint,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale,For sale,Overall,H
star costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger0.png,White,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,Overall,L
star costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger1.png,Black,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,Overall,L
star costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger2.png,Red,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,Overall,L
star costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger3.png,Navy blue,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,Overall,L
star costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLStarsinger4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLStarsinger4.png,Yellow,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,Overall,L
steampunk costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSteampunk0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSteampunk0.png,Red,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; theatrical,For sale,Overall,L
steampunk costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSteampunk1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSteampunk1.png,Purple,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; theatrical,For sale,Overall,L
stellar jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic0.png,Green,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,party; theatrical,For sale,Salopette,L
stellar jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic1.png,Blue,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,party; theatrical,For sale,Salopette,L
stellar jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic2.png,Dark red,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,party; theatrical,For sale,Salopette,L
stellar jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic3.png,Purple,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,party; theatrical,For sale,Salopette,L
stellar jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLPsychedelic4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLPsychedelic4.png,Red,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,party; theatrical,For sale,Salopette,L
stone-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggrock0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggrock0.png,None,Yes,NFS,1200,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale,Rib,N
strawberry dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNStrawberry.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNStrawberry.png,Red,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,fairy tale; party; theatrical,For sale,A-line,N
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder0.png,Black,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,L
