Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize,Outdoor
7050,red dragonfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectAkiakaneToy.png,NFS,540,Flick,Trade 3 insects to receive a model in the mail the next day,Red,Red,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7020,red snapper model,https://acnhcdn.com/latest/FtrIcon/FtrFishTaiToy.png,NFS,9000,C.J.,Trade 3 fish to receive a model in the mail the next day,Red,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
12565,Reese & Cyrus photo plate,https://acnhcdn.com/latest/FtrIcon/FtrWeddingDish.png,400,100,Wedding Season,,Pink,Light blue,Not for sale,No,1x1,,,,,,,party,expensive,wedding,None,,,No
1125,revolving spice rack,https://acnhcdn.com/latest/FtrIcon/FtrSeasoning_Remake_0_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Beige,White,For sale,No,1x1,0_0,Brown,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1125,revolving spice rack,https://acnhcdn.com/latest/FtrIcon/FtrSeasoning_Remake_1_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Orange,Colorful,For sale,No,1x1,1_0,Orange,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1125,revolving spice rack,https://acnhcdn.com/latest/FtrIcon/FtrSeasoning_Remake_2_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Black,For sale,No,1x1,2_0,White,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
6955,ribbon eel model,https://acnhcdn.com/latest/FtrIcon/FtrFishHanahigeutuboToy.png,NFS,1800,C.J.,Trade 3 fish to receive a model in the mail the next day,Blue,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1888,rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_0_0.png,2500,625,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Gray,For sale,No,1x1,0_0,White,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1888,rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_1_0.png,2500,625,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,White,For sale,No,1x1,1_0,Silver,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1888,rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_2_0.png,2500,625,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Brown,Brown,For sale,No,1x1,2_0,Brown,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1888,rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_3_0.png,2500,625,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Red,For sale,No,1x1,3_0,Berry red,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1888,rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_4_0.png,2500,625,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Black,For sale,No,1x1,4_0,Black,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
7067,rice grasshopper model,https://acnhcdn.com/latest/FtrIcon/FtrInsectInagoToy.png,NFS,1200,Flick,Trade 3 insects to receive a model in the mail the next day,Green,Green,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_0_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Red,Light blue,For sale,No,1x1,0_0,Red,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_1_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Blue,Light blue,For sale,No,1x1,1_0,Blue,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_2_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Green,Red,For sale,No,1x1,2_0,Green,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_3_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Pink,For sale,No,1x1,3_0,White,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_4_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Light blue,Yellow,For sale,No,1x1,4_0,Turquoise,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_5_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Green,For sale,No,1x1,5_0,Brown,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_6_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Black,For sale,No,1x1,6_0,Black,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
1889,ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_7_0.png,69000,17250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Light blue,For sale,No,1x1,7_0,Pink,NA,NA,NA,NA,expensive,fancy,None,None,No,No,No
88,ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_0_0.png,NFS,480,Crafting,,Orange,Beige,Not for sale,Yes,1x1,0_0,Natural,Paint color,NA,NA,1,child's room,fancy,None,None,Yes,No,No
88,ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_1_0.png,NFS,480,Crafting,,Red,Colorful,Not for sale,Yes,1x1,1_0,Colorful,Paint color,NA,NA,1,child's room,fancy,None,None,Yes,No,No
88,ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_2_0.png,NFS,480,Crafting,,Pink,Colorful,Not for sale,Yes,1x1,2_0,Pastel,Paint color,NA,NA,1,child's room,fancy,None,None,Yes,No,No
88,ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_3_0.png,NFS,480,Crafting,,Blue,Colorful,Not for sale,Yes,1x1,3_0,Cool,Paint color,NA,NA,1,child's room,fancy,None,None,Yes,No,No
7081,robust cicada model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMinminzemiToy.png,NFS,900,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7119,rosalia batesi beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectRuriboshikamikiriToy.png,NFS,9000,Flick,Trade 3 insects to receive a model in the mail the next day,Blue,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_0_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Black,For sale,No,1x1,0_0,Black,NA,NA,NA,NA,living room,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_1_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Beige,Beige,For sale,No,1x1,1_0,White,NA,NA,NA,NA,living room,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_2_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Green,For sale,No,1x1,2_0,Green,NA,NA,NA,NA,living room,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_3_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Blue,For sale,No,1x1,3_0,Blue,NA,NA,NA,NA,living room,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_4_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Red,For sale,No,1x1,4_0,Red,NA,NA,NA,NA,living room,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_5_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Black,For sale,No,1x1,5_0,Yellow,NA,NA,NA,NA,living room,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_6_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Orange,Black,For sale,No,1x1,6_0,Orange,NA,NA,NA,NA,living room,None,None,None,No,No,No
4029,rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_7_0.png,640,160,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,7_0,Silver,NA,NA,NA,NA,living room,None,None,None,No,No,No
12472,Rover's briefcase,https://acnhcdn.com/1.2.0/FtrIcon/FtrTrunkXct.png,NFS,2000,Rover,Reward for solving May Day maze,Brown,Colorful,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,living room,None,None,None,No,No,No
6950,saddled bichir model,https://acnhcdn.com/latest/FtrIcon/FtrFishEndorikeriiToy.png,NFS,12000,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7012,salmon model,https://acnhcdn.com/latest/FtrIcon/FtrFishSakeToy.png,NFS,2100,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7002,saw shark model,https://acnhcdn.com/latest/FtrIcon/FtrFishNokogirizameToy.png,NFS,36000,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
5922,saw stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectNokogirikuwagataToy.png,NFS,6000,Flick,Trade 3 insects to receive a model in the mail the next day,Brown,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
5929,scarab beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectPurachinakoganeToy.png,NFS,30000,Flick,Trade 3 insects to receive a model in the mail the next day,Beige,Beige,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
5962,Scorpio lamp,https://acnhcdn.com/latest/FtrIcon/FtrZodiacScorpio.png,NFS,22125,Crafting,,Yellow,White,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,expensive,horror,stars,None,No,No,No
7094,scorpion model,https://acnhcdn.com/latest/FtrIcon/FtrInsectSasoriToy.png,NFS,24000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7018,sea bass model,https://acnhcdn.com/latest/FtrIcon/FtrFishSuzukiToy.png,NFS,1200,C.J.,Trade 3 fish to receive a model in the mail the next day,Gray,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
6982,sea butterfly model,https://acnhcdn.com/latest/FtrIcon/FtrFishKurioneToy.png,NFS,3000,C.J.,Trade 3 fish to receive a model in the mail the next day,White,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1124,sea globe,https://acnhcdn.com/latest/FtrIcon/FtrSeaglobe.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Colorful,For sale,No,1x1,NA,NA,NA,NA,NA,NA,living room,ocean,None,None,No,No,No
7021,sea horse model,https://acnhcdn.com/latest/FtrIcon/FtrFishTatsunootoshigoToy.png,NFS,3300,C.J.,Trade 3 fish to receive a model in the mail the next day,Orange,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1128,sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_0_0.png,2100,525,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Gray,For sale,No,1x1,0_0,White,NA,NA,NA,NA,living room,None,None,None,No,No,No
1128,sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_1_0.png,2100,525,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Blue,For sale,No,1x1,1_0,Blue,NA,NA,NA,NA,living room,None,None,None,No,No,No
1128,sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_2_0.png,2100,525,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,White,For sale,No,1x1,2_0,Red,NA,NA,NA,NA,living room,None,None,None,No,No,No
1128,sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_3_0.png,2100,525,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,White,For sale,No,1x1,3_0,Pink,NA,NA,NA,NA,living room,None,None,None,No,No,No
1128,sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_4_0.png,2100,525,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,White,For sale,No,1x1,4_0,Yellow,NA,NA,NA,NA,living room,None,None,None,No,No,No
1128,sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_5_0.png,2100,525,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,White,For sale,No,1x1,5_0,Green,NA,NA,NA,NA,living room,None,None,None,No,No,No
1128,sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_6_0.png,2100,525,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Gray,For sale,No,1x1,6_0,Black,NA,NA,NA,NA,living room,None,None,None,No,No,No
3443,sewing project,https://acnhcdn.com/latest/FtrIcon/FtrSewingset_Remake_0_0.png,430,107,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Light blue,For sale,No,1x1,0_0,Yellow,NA,NA,NA,NA,living room,None,None,None,No,No,No
3443,sewing project,https://acnhcdn.com/latest/FtrIcon/FtrSewingset_Remake_1_0.png,430,107,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Yellow,For sale,No,1x1,1_0,Green,NA,NA,NA,NA,living room,None,None,None,No,No,No
3443,sewing project,https://acnhcdn.com/latest/FtrIcon/FtrSewingset_Remake_2_0.png,430,107,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Blue,For sale,No,1x1,2_0,Blue,NA,NA,NA,NA,living room,None,None,None,No,No,No
3443,sewing project,https://acnhcdn.com/latest/FtrIcon/FtrSewingset_Remake_3_0.png,430,107,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Brown,For sale,No,1x1,3_0,Ivory,NA,NA,NA,NA,living room,None,None,None,No,No,No
3443,sewing project,https://acnhcdn.com/latest/FtrIcon/FtrSewingset_Remake_4_0.png,430,107,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Light blue,For sale,No,1x1,4_0,Pink,NA,NA,NA,NA,living room,None,None,None,No,No,No
3443,sewing project,https://acnhcdn.com/latest/FtrIcon/FtrSewingset_Remake_5_0.png,430,107,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,White,For sale,No,1x1,5_0,Black,NA,NA,NA,NA,living room,None,None,None,No,No,No
667,shaved-ice maker,https://acnhcdn.com/latest/FtrIcon/FtrIcemachine_Remake_0_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Blue,For sale,No,1x1,0_0,Green,NA,NA,NA,NA,kitchen,ocean,None,None,No,No,No
667,shaved-ice maker,https://acnhcdn.com/latest/FtrIcon/FtrIcemachine_Remake_1_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Blue,For sale,No,1x1,1_0,Silver,NA,NA,NA,NA,kitchen,ocean,None,None,No,No,No
3984,shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_0_0.png,NFS,4200,Crafting,,White,White,Not for sale,Yes,1x1,0_0,White,Shell color,NA,NA,6,ocean,None,shell,None,Yes,No,Yes
3984,shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_1_0.png,NFS,4200,Crafting,,Brown,Brown,Not for sale,Yes,1x1,1_0,Brown,Shell color,NA,NA,6,ocean,None,shell,None,Yes,No,Yes
3984,shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_2_0.png,NFS,4200,Crafting,,Pink,Pink,Not for sale,Yes,1x1,2_0,Pink,Shell color,NA,NA,6,ocean,None,shell,None,Yes,No,Yes
3984,shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_3_0.png,NFS,4200,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1,3_0,Yellow,Shell color,NA,NA,6,ocean,None,shell,None,Yes,No,Yes
3984,shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_4_0.png,NFS,4200,Crafting,,Purple,Purple,Not for sale,Yes,1x1,4_0,Purple,Shell color,NA,NA,6,ocean,None,shell,None,Yes,No,Yes
3984,shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_5_0.png,NFS,4200,Crafting,,White,White,Not for sale,Yes,1x1,5_0,Pearl,Shell color,NA,NA,6,ocean,None,shell,None,Yes,No,Yes
5150,shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_0_0.png,NFS,5700,Crafting,,White,White,Not for sale,Yes,1x1,0_0,White,Shell color,NA,NA,7,ocean,None,shell,None,Yes,No,Yes
5150,shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_1_0.png,NFS,5700,Crafting,,Brown,Brown,Not for sale,Yes,1x1,1_0,Brown,Shell color,NA,NA,7,ocean,None,shell,None,Yes,No,Yes
5150,shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_2_0.png,NFS,5700,Crafting,,Pink,Pink,Not for sale,Yes,1x1,2_0,Pink,Shell color,NA,NA,7,ocean,None,shell,None,Yes,No,Yes
5150,shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_3_0.png,NFS,5700,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1,3_0,Yellow,Shell color,NA,NA,7,ocean,None,shell,None,Yes,No,Yes
5150,shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_4_0.png,NFS,5700,Crafting,,Purple,Purple,Not for sale,Yes,1x1,4_0,Purple,Shell color,NA,NA,7,ocean,None,shell,None,Yes,No,Yes
5150,shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_5_0.png,NFS,5700,Crafting,,White,White,Not for sale,Yes,1x1,5_0,Pearl,Shell color,NA,NA,7,ocean,None,shell,None,Yes,No,Yes
1204,silver bug trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyInsectSilver.png,NFS,425,Bug-Off,,Gray,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,expensive,None,None,None,No,No,No
1201,silver fish trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyFishSilver.png,NFS,425,Fishing Tourney,,Gray,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,expensive,None,None,None,No,No,No
7100,silver HHA trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyHhaSilver.png,NFS,425,HHA,,Gray,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,expensive,None,None,None,No,No,No
1845,simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_0_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Orange,For sale,No,1x1,0_0,Red,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1845,simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_1_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Orange,For sale,No,1x1,1_0,Yellow,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1845,simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_2_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Orange,For sale,No,1x1,2_0,Green,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1845,simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_3_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Brown,For sale,No,1x1,3_0,Blue,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1845,simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_4_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Brown,For sale,No,1x1,4_0,Black,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1845,simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_5_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Brown,For sale,No,1x1,5_0,Navy blue,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1845,simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_6_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Red,For sale,No,1x1,6_0,White,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
7072,snail model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKatatsumuriToy.png,NFS,750,Flick,Trade 3 insects to receive a model in the mail the next day,Beige,Beige,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
6964,snapping turtle model,https://acnhcdn.com/latest/FtrIcon/FtrFishKamitsukigameToy.png,NFS,15000,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1145,snow globe,https://acnhcdn.com/latest/FtrIcon/FtrSnowglobe.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Colorful,For sale,No,1x1,NA,NA,NA,NA,NA,NA,living room,freezing cold,None,None,No,No,No
7017,soft-shelled turtle model,https://acnhcdn.com/latest/FtrIcon/FtrFishSupponToy.png,NFS,11250,C.J.,Trade 3 fish to receive a model in the mail the next day,Green,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_0_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Black,For sale,No,1x1,0_0,Corn soup,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_1_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Black,For sale,No,1x1,1_0,Cream stew,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_2_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Brown,Black,For sale,No,1x1,2_0,Curry,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_3_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Orange,Black,For sale,No,1x1,3_0,Minestrone,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_4_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Black,For sale,No,1x1,4_0,Borscht,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_5_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Black,For sale,No,1x1,5_0,Green curry,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_6_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Orange,Black,For sale,No,1x1,6_0,Hot-and-sour soup,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3619,soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_7_0.png,3300,825,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Black,For sale,No,1x1,7_0,Congee,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
7079,spider model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKumoToy.png,NFS,1800,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Yellow,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
6958,squid model,https://acnhcdn.com/latest/FtrIcon/FtrFishIkaToy.png,NFS,1500,C.J.,Trade 3 fish to receive a model in the mail the next day,Beige,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1759,stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png,NFS,725,Crafting,,Colorful,White,Not for sale,Yes,1x1,0_0,Literature,Genre,NA,NA,1,den,living room,None,None,Yes,No,No
1759,stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_1_0.png,NFS,725,Crafting,,Colorful,White,Not for sale,Yes,1x1,1_0,Comics,Genre,NA,NA,1,den,living room,None,None,Yes,No,No
1759,stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_2_0.png,NFS,725,Crafting,,Colorful,White,Not for sale,Yes,1x1,2_0,Reference,Genre,NA,NA,1,den,living room,None,None,Yes,No,No
1759,stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_3_0.png,NFS,725,Crafting,,Beige,Yellow,Not for sale,Yes,1x1,3_0,Old,Genre,NA,NA,1,den,living room,None,None,Yes,No,No
1861,stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_0.png,NFS,630,Crafting,,Colorful,Green,Not for sale,Yes,1x1,0_0,NA,NA,Gardening,Covers,2,garage,child's room,None,None,No,Yes,No
1861,stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_1.png,NFS,630,Crafting,,Colorful,Red,Not for sale,Yes,1x1,0_1,NA,NA,Travel,Covers,2,garage,child's room,None,None,No,Yes,No
1861,stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_2.png,NFS,630,Crafting,,Colorful,Gray,Not for sale,Yes,1x1,0_2,NA,NA,Fashion,Covers,2,garage,child's room,None,None,No,Yes,No
