Name,Image,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Catalog,Internal ID
Pinky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea01.png,1000,250,White,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10798
Piper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd05.png,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10810
Pippy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt06.png,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10484
Plucky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn10.png,1000,250,White,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10626
Pompom's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk05.png,1000,250,Yellow,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10577
Pompompurin poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr18.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,11122
Poncho's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr02.png,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10347
Poppy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu15.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10668
Porter's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpMnk.png,1000,250,White,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10339
Portia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog05.png,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10550
Prince's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg12.png,1000,250,Blue,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10360
Puck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn06.png,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10660
Puddles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg06.png,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10556
Pudge's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr03.png,1000,250,Black,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10676
Punchy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat06.png,1000,250,Beige,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10819
Purrl's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat07.png,1000,250,Purple,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10802
Queenie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst00.png,1000,250,Green,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10543
Quillson's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk17.png,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10658
Raddle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg15.png,1000,250,Red,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10629
Rasher's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig02.png,1000,250,Gray,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10625
Raymond's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat23.png,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10861
Redd's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpFox.png,1000,250,Pink,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10471
Reese's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpAlw.png,1000,250,Pink,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10772
Renée's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn08.png,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10599
Reneigh's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs16.png,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10857
Resetti's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpMol.png,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10313
Rex's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon02.png,1000,250,White,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10618
Rhonda's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn01.png,1000,250,Gray,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10383
Ribbot's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg01.png,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10572
Ricky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu10.png,1000,250,Purple,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10458
Rizzo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus09.png,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10581
Roald's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn01.png,1000,250,Blue,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10328
Robin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd01.png,1000,250,Green,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10809
Rocco's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip00.png,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10527
Rocket's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor09.png,1000,250,Purple,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10427
Rod's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus05.png,1000,250,Gray,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10566
Rodeo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul01.png,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10446
Rodney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam03.png,1000,250,White,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10375
Rolf's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig00.png,1000,250,Light blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10509
Rooney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr09.png,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10487
Rory's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon07.png,1000,250,Black,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10557
Roscoe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs04.png,1000,250,Blue,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10690
Rosie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat02.png,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10805
Rover's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpXct.png,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10428
Rowan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig01.png,1000,250,White,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10592
Ruby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt09.png,1000,250,Brown,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10399
Rudy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat20.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10549
Sable's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgs.png,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10777
Saharah's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpCml.png,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10481
Sally's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu07.png,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10575
Samson's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus04.png,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10674
Sandy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst02.png,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10627
Savannah's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs02.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10363
Scoot's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk10.png,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10376
Shari's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk07.png,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10661
Sheldon's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu16.png,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10645
Shep's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog18.png,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10538
Sherb's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa09.png,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10863
Shrunk's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpUpa.png,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10341
Simon's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk02.png,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10601
Skye's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol09.png,1000,250,Orange,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10489
Sly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCrd06.png,1000,250,Pink,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10368
Snake's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt03.png,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10671
Snooty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlAnt06.png,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10815
Soleil's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam04.png,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10511
Sparro's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd18.png,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10793
Spike's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn02.png,1000,250,White,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10639
Spork's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig05.png,1000,250,Green,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10454
Sprinkle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn14.png,1000,250,Purple,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10405
Sprocket's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst03.png,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10644
Static's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu08.png,1000,250,Gray,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10567
Stella's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp03.png,1000,250,Red,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10609
Sterling's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr07.png,1000,250,Colorful,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10665
Stinky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat13.png,1000,250,Blue,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10475
Stitches's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr05.png,1000,250,Purple,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10524
Stu's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul03.png,1000,250,Brown,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10811
Sydney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal03.png,1000,250,Purple,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10582
Sylvana's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu14.png,1000,250,Gray,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10612
Sylvia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr06.png,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10574
T-Bone's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul05.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10823
Tabby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat12.png,1000,250,Yellow,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10441
Tad's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg09.png,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10641
Tammi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk03.png,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10476
Tammy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr17.png,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10553
Tangy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat05.png,1000,250,Black,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10786
Tank's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn00.png,1000,250,Orange,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10578
Tasha's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu13.png,1000,250,Black,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10651
Teddy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea00.png,1000,250,White,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10775
Tex's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn12.png,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10546
Tia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp10.png,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10350
Tiffany's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt07.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10635
Timbra's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp10.png,1000,250,White,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10388
Timmy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRcm.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10437
Tipper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow01.png,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10359
Tom Nook's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRco.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10384
Tom's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat15.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10358
Tommy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRct.png,1000,250,Pink,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10338
Tortimer's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTtlA.png,1000,250,Orange,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10792
Truffles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig01.png,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10691
Tucker's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp09.png,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10477
Tutu's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea07.png,1000,250,Orange,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10822
Twiggy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd03.png,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10808
Tybalt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig02.png,1000,250,Pink,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10610
Ursala's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea08.png,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10812
Velma's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa06.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10449
Vesta's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp00.png,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10418
Vic's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul08.png,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10415
Victoria's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs01.png,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10497
