Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Catalog,Variant ID,Internal ID
soccer goal,https://acnhcdn.com/latest/FtrIcon/FtrSoccergoal.png,NA,NA,NA,NA,No,No,No,NA,NFS,20000,3x2,Nook Miles Shop,,fitness,None,None,None,No,Sports,Not for sale,NA,1149
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_0_0.png,Vanilla,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,0_0,3416
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_1_0.png,Purple sweet potato,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,1_0,3416
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_2_0.png,Mango,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,2_0,3416
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_3_0.png,Pale sky,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,3_0,3416
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_4_0.png,Green tea,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,4_0,3416
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_5_0.png,Chocolate swirl,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,5_0,3416
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_6_0.png,Strawberry swirl,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,6_0,3416
soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_7_0.png,Rainbow,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale,7_0,3416
solar panel,https://acnhcdn.com/latest/FtrIcon/FtrSolarpanel_Remake_0_0.png,Blue,NA,NA,NA,No,No,No,NA,NFS,20000,3x2,Nook Miles Shop,,space,None,None,None,No,Space,Not for sale,0_0,2333
solar panel,https://acnhcdn.com/latest/FtrIcon/FtrSolarpanel_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,NFS,20000,3x2,Nook Miles Shop,,space,None,None,None,No,Space,Not for sale,1_0,2333
South Pole,https://acnhcdn.com/latest/FtrIcon/FtrSouthpole.png,NA,NA,NA,NA,No,No,No,NA,NFS,1050,1x1,Gulliver,,folk art,garden,None,None,No,Outdoors Decor,Not for sale,NA,8150
space shuttle,https://acnhcdn.com/latest/FtrIcon/FtrShuttle.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,10000,2x1,Crafting,,space,None,None,None,Yes,Space,Not for sale,NA,1444
speed bag,https://acnhcdn.com/latest/FtrIcon/FtrSpeedbag_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,3500,875,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,None,None,None,Yes,Sports,For sale,0_0,7653
speed bag,https://acnhcdn.com/latest/FtrIcon/FtrSpeedbag_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,3500,875,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,None,None,None,Yes,Sports,For sale,1_0,7653
speed bag,https://acnhcdn.com/latest/FtrIcon/FtrSpeedbag_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,3500,875,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,None,None,None,Yes,Sports,For sale,2_0,7653
sphinx,https://acnhcdn.com/latest/FtrIcon/FtrSphinx.png,NA,NA,NA,NA,No,No,No,NA,NFS,2100,3x1,Gulliver,,folk art,None,None,None,No,Folk Craft Decor,Not for sale,NA,8702
spinning wheel,https://acnhcdn.com/latest/FtrIcon/FtrSpinning.png,NA,NA,NA,NA,No,No,No,NA,970,242,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,zen-style,None,None,None,Yes,Japanese Style,For sale,NA,1153
springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale,0_0,4379
springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale,1_0,4379
springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_2_0.png,Dark brown,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale,2_0,4379
springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale,3_0,4379
springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_4_0.png,Yellow,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale,4_0,4379
springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale,5_0,4379
springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_6_0.png,Zebra,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale,6_0,4379
squat toilet,https://acnhcdn.com/latest/FtrIcon/FtrWCJapan.png,NA,NA,NA,NA,No,No,No,NA,1500,375,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,zen-style,bathroom,None,None,Yes,Toilet,For sale,NA,2775
stadiometer,https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_0_0.png,Gray,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,facility,None,None,No,School,For sale,0_0,546
stadiometer,https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,facility,None,None,No,School,For sale,1_0,546
stadiometer,https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,facility,None,None,No,School,For sale,2_0,546
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_0.png,Natural,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,0_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_1.png,Natural,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,0_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_2.png,Natural,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,0_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_3.png,Natural,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,0_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_4.png,Natural,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,0_4,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_0.png,Dark brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,1_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_1.png,Dark brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,1_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_2.png,Dark brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,1_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_3.png,Dark brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,1_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_4.png,Dark brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,1_4,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_0.png,Light brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,2_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_1.png,Light brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,2_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_2.png,Light brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,2_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_3.png,Light brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,2_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_4.png,Light brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,2_4,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_0.png,Green,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,3_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_1.png,Green,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,3_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_2.png,Green,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,3_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_3.png,Green,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,3_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_4.png,Green,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,3_4,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_0.png,Pink,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,4_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_1.png,Pink,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,4_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_2.png,Pink,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,4_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_3.png,Pink,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,4_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_4.png,Pink,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,4_4,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_0.png,White,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,5_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_1.png,White,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,5_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_2.png,White,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,5_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_3.png,White,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,5_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_4.png,White,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,5_4,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_0.png,Black,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,6_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_1.png,Black,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,6_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_2.png,Black,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,6_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_3.png,Black,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,6_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_4.png,Black,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,6_4,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_0.png,Gray,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,7_0,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_1.png,Gray,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,7_1,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_2.png,Gray,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,7_2,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_3.png,Gray,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,7_3,3617
stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_4.png,Gray,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale,7_4,3617
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_0.png,Black,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,0_0,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_1.png,Black,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,0_1,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_2.png,Black,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,0_2,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_3.png,Black,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,0_3,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_0.png,White,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,1_0,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_1.png,White,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,1_1,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_2.png,White,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,1_2,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_3.png,White,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,1_3,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_0.png,Silver,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,2_0,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_1.png,Silver,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,2_1,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_2.png,Silver,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,2_2,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_3.png,Silver,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,2_3,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_0.png,Green,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,3_0,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_1.png,Green,NA,Dots,Favorite umbrella,Yes,No,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,3_1,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_2.png,Green,NA,Navy,Favorite umbrella,Yes,No,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,3_2,3445
standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_3.png,Green,NA,Red & white & blue,Favorite umbrella,Yes,No,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale,3_3,3445
standing toilet,https://acnhcdn.com/latest/FtrIcon/FtrWCUrinal.png,NA,NA,NA,NA,No,No,No,NA,1900,475,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,bathroom,None,None,None,Yes,Toilet,For sale,NA,1217
Statue of Liberty,https://acnhcdn.com/latest/FtrIcon/FtrLiberty.png,NA,NA,NA,NA,No,No,No,NA,NFS,2300,1x1,Gulliver,,folk art,expensive,None,None,Yes,Folk Craft Decor,Not for sale,NA,693
stone arch,https://acnhcdn.com/latest/FtrIcon/FtrRockArch_Remake_0_0.png,Natural,Color,NA,NA,Yes,Yes,No,7,NFS,13500,3x1,Crafting,,garden,None,None,None,No,Arch,Not for sale,0_0,11941
stone arch,https://acnhcdn.com/latest/FtrIcon/FtrRockArch_Remake_1_0.png,Mossy,Color,NA,NA,Yes,Yes,No,7,NFS,13500,3x1,Crafting,,garden,None,None,None,No,Arch,Not for sale,1_0,11941
stone lion-dog,https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_0_0.png,Natural,Color,NA,NA,Yes,Yes,No,3,NFS,3600,1x1,Crafting,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale,0_0,7795
stone lion-dog,https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_1_0.png,White,Color,NA,NA,Yes,Yes,No,3,NFS,3600,1x1,Crafting,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale,1_0,7795
stone lion-dog,https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_2_0.png,Mossy,Color,NA,NA,Yes,Yes,No,3,NFS,3600,1x1,Crafting,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale,2_0,7795
stone stool,https://acnhcdn.com/latest/FtrIcon/FtrStoneChair.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,450,1x1,Crafting,,garden,None,None,stone,No,Chair,Not for sale,NA,3398
stone table,https://acnhcdn.com/latest/FtrIcon/FtrStoneTable.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,1x1,Crafting,,garden,None,None,stone,Yes,Table,Not for sale,NA,3397
stone tablet,https://acnhcdn.com/latest/FtrIcon/FtrRockMonument_Remake_0_0.png,Black,Color,NA,NA,Yes,Yes,No,3,NFS,1800,2x2,Crafting,,garden,horror,None,None,No,Japanese Style,Not for sale,0_0,11943
stone tablet,https://acnhcdn.com/latest/FtrIcon/FtrRockMonument_Remake_1_0.png,Mossy,Color,NA,NA,Yes,Yes,No,3,NFS,1800,2x2,Crafting,,garden,horror,None,None,No,Japanese Style,Not for sale,1_0,11943
Stonehenge,https://acnhcdn.com/latest/FtrIcon/FtrStonehenge.png,NA,NA,NA,NA,No,No,No,NA,NFS,2300,3x3,Gulliver,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale,NA,7043
street organ,https://acnhcdn.com/latest/FtrIcon/FtrStreetorgan_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,5000,1250,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,fancy,None,None,Yes,Musical Instrument,For sale,0_0,4070
street organ,https://acnhcdn.com/latest/FtrIcon/FtrStreetorgan_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,5000,1250,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,fancy,None,None,Yes,Musical Instrument,For sale,1_0,4070
street organ,https://acnhcdn.com/latest/FtrIcon/FtrStreetorgan_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,5000,1250,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,fancy,None,None,Yes,Musical Instrument,For sale,2_0,4070
street organ,https://acnhcdn.com/latest/FtrIcon/FtrStreetorgan_Remake_3_0.png,Dark brown,NA,NA,NA,No,No,No,NA,5000,1250,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,fancy,None,None,Yes,Musical Instrument,For sale,3_0,4070
street piano,https://acnhcdn.com/latest/FtrIcon/FtrPianoStreet_Remake_0_0.png,Graffiti,Paint color,NA,NA,Yes,Yes,No,7,NFS,26755,2x1,Crafting,,concert,None,None,None,Yes,Musical Instrument,Not for sale,0_0,11942
street piano,https://acnhcdn.com/latest/FtrIcon/FtrPianoStreet_Remake_1_0.png,Cute,Paint color,NA,NA,Yes,Yes,No,7,NFS,26755,2x1,Crafting,,concert,None,None,None,Yes,Musical Instrument,Not for sale,1_0,11942
streetlamp,https://acnhcdn.com/latest/FtrIcon/FtrStreetlamp_Remake_0_0.png,Green,NA,NA,NA,No,No,No,NA,NFS,5000,1x1,Nook Miles Shop,,garden,None,None,None,Yes,Lamp,Not for sale,0_0,3816
streetlamp,https://acnhcdn.com/latest/FtrIcon/FtrStreetlamp_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,NFS,5000,1x1,Nook Miles Shop,,garden,None,None,None,Yes,Lamp,Not for sale,1_0,3816
streetlamp,https://acnhcdn.com/latest/FtrIcon/FtrStreetlamp_Remake_2_0.png,White,NA,NA,NA,No,No,No,NA,NFS,5000,1x1,Nook Miles Shop,,garden,None,None,None,Yes,Lamp,Not for sale,2_0,3816
streetlamp,https://acnhcdn.com/latest/FtrIcon/FtrStreetlamp_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,NFS,5000,1x1,Nook Miles Shop,,garden,None,None,None,Yes,Lamp,Not for sale,3_0,3816
studio spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpot_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,concert,None,None,Yes,Lamp,For sale,0_0,7189
studio spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpot_Remake_1_0.png,Yellow,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,concert,None,None,Yes,Lamp,For sale,1_0,7189
studio spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpot_Remake_2_0.png,Orange,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,concert,None,None,Yes,Lamp,For sale,2_0,7189
