Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation
11400,school pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideGakuran3.png,880,220,Able Sisters,Available from Able Sisters shop only,White,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideGakuran3.png,All Year,Simple,everyday; formal,White
11401,school pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideGakuran4.png,880,220,Able Sisters,Available from Able Sisters shop only,Purple,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideGakuran4.png,All Year,Simple,everyday; formal,Purple
11402,school pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideGakuran5.png,880,220,Able Sisters,Available from Able Sisters shop only,Gray,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideGakuran5.png,All Year,Simple,everyday; formal,Gray
11403,school pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideGakuran6.png,880,220,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideGakuran6.png,All Year,Simple,everyday; formal,Blue
4329,silk floral-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChinashort0.png,1440,360,Able Sisters,Available from Able Sisters shop only,Pink,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChinashort0.png,All Year,Cute,everyday,Pink
11379,silk floral-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChinashort1.png,1440,360,Able Sisters,Available from Able Sisters shop only,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChinashort1.png,All Year,Cute,everyday,Blue
11380,silk floral-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChinashort2.png,1440,360,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChinashort2.png,All Year,Cute,everyday,Mustard
11381,silk floral-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChinashort3.png,1440,360,Able Sisters,Available from Able Sisters shop only,Gray,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChinashort3.png,All Year,Cute,everyday,Gray
11382,silk floral-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChinashort4.png,1440,360,Able Sisters,Available from Able Sisters shop only,Purple,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChinashort4.png,All Year,Cute,everyday,Purple
11383,silk floral-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChinashort5.png,1440,360,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChinashort5.png,All Year,Cute,everyday,Green
11384,silk floral-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChinashort6.png,1440,360,Able Sisters,Available from Able Sisters shop only,Orange,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChinashort6.png,All Year,Cute,everyday,Orange
4330,silk pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChina0.png,1440,360,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChina0.png,All Year,Elegant,everyday; formal,Green
11359,silk pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChina1.png,1440,360,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChina1.png,All Year,Elegant,everyday; formal,Red
11360,silk pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChina2.png,1440,360,Able Sisters,Available from Able Sisters shop only,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChina2.png,All Year,Elegant,everyday; formal,Blue
11361,silk pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChina3.png,1440,360,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChina3.png,All Year,Elegant,everyday; formal,Yellow
11362,silk pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChina4.png,1440,360,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChina4.png,All Year,Elegant,everyday; formal,Black
4450,ski pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki0.png,1560,390,Able Sisters,Available from Able Sisters shop only,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki0.png,Winter,Active,outdoorsy; sporty,Turquoise
11407,ski pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki1.png,1560,390,Able Sisters,Available from Able Sisters shop only,Orange,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki1.png,Winter,Active,outdoorsy; sporty,Red
11408,ski pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki2.png,1560,390,Able Sisters,Available from Able Sisters shop only,Pink,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki2.png,Winter,Active,outdoorsy; sporty,Ruby red
11409,ski pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki3.png,1560,390,Able Sisters,Available from Able Sisters shop only,Blue,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki3.png,Winter,Active,outdoorsy; sporty,Blue
11410,ski pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki4.png,1560,390,Able Sisters,Available from Able Sisters shop only,Light blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki4.png,Winter,Active,outdoorsy; sporty,Light blue
11411,ski pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki5.png,1560,390,Able Sisters,Available from Able Sisters shop only,Yellow,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki5.png,Winter,Active,outdoorsy; sporty,Yellow
3310,slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks0.png,1300,325,Able Sisters,Available from Able Sisters shop only,Black,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks0.png,All Year,Simple,formal; party; work,Black
11277,slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks1.png,1300,325,Able Sisters,Available from Able Sisters shop only,Gray,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks1.png,All Year,Simple,formal; party; work,Gray
11278,slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks2.png,1300,325,Able Sisters,Available from Able Sisters shop only,Light blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks2.png,All Year,Simple,formal; party; work,Blue
11279,slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks3.png,1300,325,Able Sisters,Available from Able Sisters shop only,Red,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks3.png,All Year,Simple,formal; party; work,Red
11280,slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks4.png,1300,325,Able Sisters,Available from Able Sisters shop only,Blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks4.png,All Year,Simple,formal; party; work,Navy blue
11281,slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks5.png,1300,325,Able Sisters,Available from Able Sisters shop only,Beige,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks5.png,All Year,Simple,formal; party; work,Beige
11282,slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks6.png,1300,325,Able Sisters,Available from Able Sisters shop only,White,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks6.png,All Year,Simple,formal; party; work,White
9840,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer0.png,980,245,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer0.png,All Year,Active,sporty; work,Green
12071,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer1.png,980,245,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer1.png,All Year,Active,sporty; work,Red
12072,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer2.png,980,245,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer2.png,All Year,Active,sporty; work,Navy blue
12073,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer3.png,980,245,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer3.png,All Year,Active,sporty; work,Blue
12074,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer4.png,980,245,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer4.png,All Year,Active,sporty; work,Light blue
12075,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer5.png,980,245,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer5.png,All Year,Active,sporty; work,White
12076,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer6.png,980,245,Able Sisters,Available from Able Sisters shop only,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer6.png,All Year,Active,sporty; work,Orange
12077,soccer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer7.png,980,245,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer7.png,All Year,Active,sporty; work,Black
5723,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins0.png,980,245,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins0.png,All Year,Gorgeous,party; theatrical,Red
9177,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins1.png,980,245,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins1.png,All Year,Gorgeous,party; theatrical,Navy blue
9178,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins2.png,980,245,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins2.png,All Year,Gorgeous,party; theatrical,Gold
9179,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins3.png,980,245,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins3.png,All Year,Gorgeous,party; theatrical,Silver
9180,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins4.png,980,245,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins4.png,All Year,Gorgeous,party; theatrical,Black
9181,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins5.png,980,245,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins5.png,All Year,Gorgeous,party; theatrical,Pink
9182,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins6.png,980,245,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins6.png,All Year,Gorgeous,party; theatrical,Green
9183,spangle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins7.png,980,245,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins7.png,All Year,Gorgeous,party; theatrical,Purple
4283,sporty skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat0.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat0.png,All Year,Simple,everyday; comfy,Gray
9245,sporty skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat1.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat1.png,All Year,Simple,everyday; comfy,Pink
9246,sporty skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat2.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat2.png,All Year,Simple,everyday; comfy,Blue
9247,sporty skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat3.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat3.png,All Year,Simple,everyday; comfy,Green
5724,striped bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe0.png,1320,330,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe0.png,All Year,Elegant,party; theatrical,Yellow
8851,striped bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe1.png,1320,330,Able Sisters,Available from Able Sisters shop only,Red,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe1.png,All Year,Elegant,party; theatrical,Red
8852,striped bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe2.png,1320,330,Able Sisters,Available from Able Sisters shop only,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe2.png,All Year,Elegant,party; theatrical,Green
8853,striped bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe3.png,1320,330,Able Sisters,Available from Able Sisters shop only,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe3.png,All Year,Elegant,party; theatrical,Orange
3312,striped pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder0.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder0.png,All Year,Simple,everyday; comfy; vacation,Blue
9235,striped pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder1.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder1.png,All Year,Simple,everyday; comfy; vacation,Orange
9236,striped pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder2.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder2.png,All Year,Simple,everyday; comfy; vacation,Green
9237,striped pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder3.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder3.png,All Year,Simple,everyday; comfy; vacation,Red
9238,striped pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder4.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder4.png,All Year,Simple,everyday; comfy; vacation,Black
5705,striped shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe0.png,1320,330,Able Sisters,Available from Able Sisters shop only,Pink,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe0.png,All Year,Cute,party; theatrical; vacation,Pink
8845,striped shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe1.png,1320,330,Able Sisters,Available from Able Sisters shop only,Blue,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe1.png,All Year,Cute,party; theatrical; vacation,Blue
8846,striped shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe2.png,1320,330,Able Sisters,Available from Able Sisters shop only,Red,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe2.png,All Year,Cute,party; theatrical; vacation,Red
8847,striped shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe3.png,1320,330,Able Sisters,Available from Able Sisters shop only,Yellow,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe3.png,All Year,Cute,party; theatrical; vacation,Yellow
4515,surfing shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf0.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf0.png,Summer,Active,outdoorsy; sporty; vacation,Blue
9103,surfing shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf1.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf1.png,Summer,Active,outdoorsy; sporty; vacation,Purple
9104,surfing shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf2.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf2.png,Summer,Active,outdoorsy; sporty; vacation,Green
9105,surfing shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf3.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf3.png,Summer,Active,outdoorsy; sporty; vacation,Pink
9106,surfing shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf4.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf4.png,Summer,Active,outdoorsy; sporty; vacation,Gray
3296,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat0.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat0.png,All Year,Active,everyday; comfy,Gray
11270,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat1.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat1.png,All Year,Active,everyday; comfy,Red
11271,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat2.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat2.png,All Year,Active,everyday; comfy,Green
11272,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat3.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat3.png,All Year,Active,everyday; comfy,Blue
11273,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat4.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat4.png,All Year,Active,everyday; comfy,Yellow
11274,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat5.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat5.png,All Year,Active,everyday; comfy,Pink
11275,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat6.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat6.png,All Year,Active,everyday; comfy,Light blue
11276,sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat7.png,800,200,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat7.png,All Year,Active,everyday; comfy,Black
4223,tennis skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis0.png,1440,360,Able Sisters,Available from Able Sisters shop only,White,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis0.png,All Year,Active,everyday; comfy,White
8782,tennis skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis1.png,1440,360,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis1.png,All Year,Active,outdoorsy; sporty,Navy blue
8783,tennis skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis2.png,1440,360,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis2.png,All Year,Active,outdoorsy; sporty,Light blue
8784,tennis skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis3.png,1440,360,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis3.png,All Year,Active,outdoorsy; sporty,Pink
5711,terry-cloth shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotFluffy0.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotFluffy0.png,Winter,Cute,fairy tale; comfy; vacation,Pink
8848,terry-cloth shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotFluffy1.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotFluffy1.png,Winter,Cute,fairy tale; comfy; vacation,Blue
8849,terry-cloth shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotFluffy2.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotFluffy2.png,Winter,Cute,fairy tale; comfy; vacation,Purple
8850,terry-cloth shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotFluffy3.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotFluffy3.png,Winter,Cute,fairy tale; comfy; vacation,Green
5702,three-quarter sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCroppedsweat0.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCroppedsweat0.png,All Year,Active,comfy; sporty,Mint
11365,three-quarter sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCroppedsweat1.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCroppedsweat1.png,All Year,Active,comfy; sporty,Pink
11366,three-quarter sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCroppedsweat2.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCroppedsweat2.png,All Year,Active,comfy; sporty,Light blue
11367,three-quarter sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCroppedsweat3.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCroppedsweat3.png,All Year,Active,comfy; sporty,Orange
11368,three-quarter sweatpants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCroppedsweat4.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCroppedsweat4.png,All Year,Active,comfy; sporty,Black
