nameKor,Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Catalog
침낭,sleeping bag,https://acnhcdn.com/latest/FtrIcon/FtrSleepingbag_Remake_6_0.png,White,NA,NA,NA,No,No,No,NA,1400,350,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Bed,For sale
침낭,sleeping bag,https://acnhcdn.com/latest/FtrIcon/FtrSleepingbag_Remake_7_0.png,Red,NA,NA,NA,No,No,No,NA,1400,350,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Bed,For sale
썰매,sleigh,https://acnhcdn.com/latest/FtrIcon/FtrSled_Remake_0_0.png,Natural,Body color,NA,NA,Yes,Yes,No,2,NFS,960,2x1,Crafting,,garden,None,festive,None,Yes,Chair,Not for sale
썰매,sleigh,https://acnhcdn.com/latest/FtrIcon/FtrSled_Remake_1_0.png,Dark brown,Body color,NA,NA,Yes,Yes,No,2,NFS,960,2x1,Crafting,,garden,None,festive,None,Yes,Chair,Not for sale
썰매,sleigh,https://acnhcdn.com/latest/FtrIcon/FtrSled_Remake_2_0.png,Red,Body color,NA,NA,Yes,Yes,No,2,NFS,960,2x1,Crafting,,garden,None,festive,None,Yes,Chair,Not for sale
썰매,sleigh,https://acnhcdn.com/latest/FtrIcon/FtrSled_Remake_3_0.png,White,Body color,NA,NA,Yes,Yes,No,2,NFS,960,2x1,Crafting,,garden,None,festive,None,Yes,Chair,Not for sale
이삿짐 박스 S,small cardboard boxes,https://acnhcdn.com/latest/FtrIcon/FtrMovingboxS.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,120,1x1,Crafting,,garage,None,cardboard,None,No,Supplies,Not for sale
훈제 통,smoker,https://acnhcdn.com/latest/FtrIcon/FtrSmoker_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,5500,1375,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Kitchen Things,For sale
훈제 통,smoker,https://acnhcdn.com/latest/FtrIcon/FtrSmoker_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,5500,1375,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Kitchen Things,For sale
훈제 통,smoker,https://acnhcdn.com/latest/FtrIcon/FtrSmoker_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,5500,1375,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Kitchen Things,For sale
과자 자동판매기,snack machine,https://acnhcdn.com/latest/FtrIcon/FtrFoodmachine_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,NFS,10000,2x1,Nook Miles Shop,,facility,shop,None,None,Yes,Facility Decor,Not for sale
과자 자동판매기,snack machine,https://acnhcdn.com/latest/FtrIcon/FtrFoodmachine_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,NFS,10000,2x1,Nook Miles Shop,,facility,shop,None,None,Yes,Facility Decor,Not for sale
과자 자동판매기,snack machine,https://acnhcdn.com/latest/FtrIcon/FtrFoodmachine_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,NFS,10000,2x1,Nook Miles Shop,,facility,shop,None,None,Yes,Facility Decor,Not for sale
과자 자동판매기,snack machine,https://acnhcdn.com/latest/FtrIcon/FtrFoodmachine_Remake_3_0.png,Silver,NA,NA,NA,No,No,No,NA,NFS,10000,2x1,Nook Miles Shop,,facility,shop,None,None,Yes,Facility Decor,Not for sale
축구 골대,soccer goal,https://acnhcdn.com/latest/FtrIcon/FtrSoccergoal.png,NA,NA,NA,NA,No,No,No,NA,NFS,20000,3x2,Nook Miles Shop,,fitness,None,None,None,No,Sports,Not for sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_0_0.png,Vanilla,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_1_0.png,Purple sweet potato,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_2_0.png,Mango,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_3_0.png,Pale sky,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_4_0.png,Green tea,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_5_0.png,Chocolate swirl,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_6_0.png,Strawberry swirl,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
소프트아이스크림 램프,soft-serve lamp,https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_7_0.png,Rainbow,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,fancy,None,None,Yes,Lamp,For sale
태양열 패널,solar panel,https://acnhcdn.com/latest/FtrIcon/FtrSolarpanel_Remake_0_0.png,Blue,NA,NA,NA,No,No,No,NA,NFS,20000,3x2,Nook Miles Shop,,space,None,None,None,No,Space,Not for sale
태양열 패널,solar panel,https://acnhcdn.com/latest/FtrIcon/FtrSolarpanel_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,NFS,20000,3x2,Nook Miles Shop,,space,None,None,None,No,Space,Not for sale
남극점,South Pole,https://acnhcdn.com/latest/FtrIcon/FtrSouthpole.png,NA,NA,NA,NA,No,No,No,NA,NFS,1050,1x1,Gulliver,,folk art,garden,None,None,No,Outdoors Decor,Not for sale
우주왕복선,space shuttle,https://acnhcdn.com/latest/FtrIcon/FtrShuttle.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,10000,2x1,Crafting,,space,None,None,None,Yes,Space,Not for sale
스피드백,speed bag,https://acnhcdn.com/latest/FtrIcon/FtrSpeedbag_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,3500,875,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,None,None,None,Yes,Sports,For sale
스피드백,speed bag,https://acnhcdn.com/latest/FtrIcon/FtrSpeedbag_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,3500,875,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,None,None,None,Yes,Sports,For sale
스피드백,speed bag,https://acnhcdn.com/latest/FtrIcon/FtrSpeedbag_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,3500,875,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,None,None,None,Yes,Sports,For sale
스핑크스,sphinx,https://acnhcdn.com/latest/FtrIcon/FtrSphinx.png,NA,NA,NA,NA,No,No,No,NA,NFS,2100,3x1,Gulliver,,folk art,None,None,None,No,Folk Craft Decor,Not for sale
물레,spinning wheel,https://acnhcdn.com/latest/FtrIcon/FtrSpinning.png,NA,NA,NA,NA,No,No,No,NA,970,242,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,zen-style,None,None,None,Yes,Japanese Style,For sale
스프링 놀이 기구,springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale
스프링 놀이 기구,springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale
스프링 놀이 기구,springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_2_0.png,Dark brown,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale
스프링 놀이 기구,springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale
스프링 놀이 기구,springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_4_0.png,Yellow,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale
스프링 놀이 기구,springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale
스프링 놀이 기구,springy ride-on,https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_6_0.png,Zebra,NA,NA,NA,No,No,No,NA,NFS,10000,1x1,Nook Miles Shop,,facility,fancy,None,None,Yes,Playground,Not for sale
화변기,squat toilet,https://acnhcdn.com/latest/FtrIcon/FtrWCJapan.png,NA,NA,NA,NA,No,No,No,NA,1500,375,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,zen-style,bathroom,None,None,Yes,Toilet,For sale
신장 측정기,stadiometer,https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_0_0.png,Gray,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,facility,None,None,No,School,For sale
신장 측정기,stadiometer,https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,facility,None,None,No,School,For sale
신장 측정기,stadiometer,https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,2100,525,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,facility,None,None,No,School,For sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_0.png,Natural,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_1.png,Natural,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_2.png,Natural,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_3.png,Natural,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_4.png,Natural,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_0.png,Dark brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_1.png,Dark brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_2.png,Dark brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_3.png,Dark brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_1_4.png,Dark brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_0.png,Light brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_1.png,Light brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_2.png,Light brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_3.png,Light brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_2_4.png,Light brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_0.png,Green,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_1.png,Green,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_2.png,Green,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_3.png,Green,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_3_4.png,Green,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_0.png,Pink,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_1.png,Pink,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_2.png,Pink,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_3.png,Pink,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_4_4.png,Pink,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_0.png,White,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_1.png,White,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_2.png,White,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_3.png,White,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_5_4.png,White,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_0.png,Black,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_1.png,Black,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_2.png,Black,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_3.png,Black,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_6_4.png,Black,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_0.png,Gray,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_1.png,Gray,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_2.png,Gray,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_3.png,Gray,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
노점,stall,https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_7_4.png,Gray,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,2x1,Crafting,,shop,party,None,None,No,Shop,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_0.png,Black,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_1.png,Black,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_2.png,Black,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_0_3.png,Black,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_0.png,White,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_1.png,White,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_2.png,White,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_1_3.png,White,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_0.png,Silver,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_1.png,Silver,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_2.png,Silver,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_2_3.png,Silver,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_0.png,Green,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_1.png,Green,NA,Dots,Favorite umbrella,Yes,No,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_2.png,Green,NA,Navy,Favorite umbrella,Yes,No,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
우산꽂이,standard umbrella stand,https://acnhcdn.com/latest/FtrIcon/FtrUmbrellastand_Remake_3_3.png,Green,NA,Red & white & blue,Favorite umbrella,Yes,No,Yes,4,NFS,2250,1x1,Crafting,,school,office,None,None,No,Supplies,Not for sale
소변기,standing toilet,https://acnhcdn.com/latest/FtrIcon/FtrWCUrinal.png,NA,NA,NA,NA,No,No,No,NA,1900,475,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,bathroom,None,None,None,Yes,Toilet,For sale
자유의 여신상,Statue of Liberty,https://acnhcdn.com/latest/FtrIcon/FtrLiberty.png,NA,NA,NA,NA,No,No,No,NA,NFS,2300,1x1,Gulliver,,folk art,expensive,None,None,Yes,Folk Craft Decor,Not for sale
석제 아치,stone arch,https://acnhcdn.com/latest/FtrIcon/FtrRockArch_Remake_0_0.png,Natural,Color,NA,NA,Yes,Yes,No,7,NFS,13500,3x1,Crafting,,garden,None,None,None,No,Arch,Not for sale
석제 아치,stone arch,https://acnhcdn.com/latest/FtrIcon/FtrRockArch_Remake_1_0.png,Mossy,Color,NA,NA,Yes,Yes,No,7,NFS,13500,3x1,Crafting,,garden,None,None,None,No,Arch,Not for sale
돌로 만든 사자상,stone lion-dog,https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_0_0.png,Natural,Color,NA,NA,Yes,Yes,No,3,NFS,3600,1x1,Crafting,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale
돌로 만든 사자상,stone lion-dog,https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_1_0.png,White,Color,NA,NA,Yes,Yes,No,3,NFS,3600,1x1,Crafting,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale
돌로 만든 사자상,stone lion-dog,https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_2_0.png,Mossy,Color,NA,NA,Yes,Yes,No,3,NFS,3600,1x1,Crafting,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale
돌 스툴,stone stool,https://acnhcdn.com/latest/FtrIcon/FtrStoneChair.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,450,1x1,Crafting,,garden,None,None,stone,No,Chair,Not for sale
돌 테이블,stone table,https://acnhcdn.com/latest/FtrIcon/FtrStoneTable.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,1x1,Crafting,,garden,None,None,stone,Yes,Table,Not for sale
비석,stone tablet,https://acnhcdn.com/latest/FtrIcon/FtrRockMonument_Remake_0_0.png,Black,Color,NA,NA,Yes,Yes,No,3,NFS,1800,2x2,Crafting,,garden,horror,None,None,No,Japanese Style,Not for sale
비석,stone tablet,https://acnhcdn.com/latest/FtrIcon/FtrRockMonument_Remake_1_0.png,Mossy,Color,NA,NA,Yes,Yes,No,3,NFS,1800,2x2,Crafting,,garden,horror,None,None,No,Japanese Style,Not for sale
스톤헨지,Stonehenge,https://acnhcdn.com/latest/FtrIcon/FtrStonehenge.png,NA,NA,NA,NA,No,No,No,NA,NFS,2300,3x3,Gulliver,,folk art,garden,None,None,No,Folk Craft Decor,Not for sale
