nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Primary Shape,Secondary Shape
럭비 유니폼,rugby uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHRugby1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHRugby1.png,Blue & white,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,H
럭비 유니폼,rugby uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHRugby2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHRugby2.png,Green & white,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,H
럭비 유니폼,rugby uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHRugby3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHRugby3.png,Orange & white,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,H
럭비 유니폼,rugby uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHRugby4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHRugby4.png,Red & black,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,H
럭비 유니폼,rugby uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHRugby5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHRugby5.png,Blue & black,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,H
럭비 유니폼,rugby uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHRugby6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHRugby6.png,Green & black,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,H
럭비 유니폼,rugby uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHRugby7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHRugby7.png,Orange & black,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,H
룸바 의상,rumba costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLRumba0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLRumba0.png,Red,No,2600,650,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,sporty; work,For sale,Salopette,L
룸바 의상,rumba costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLRumba1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLRumba1.png,Orange,No,2600,650,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,Salopette,L
룸바 의상,rumba costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLRumba2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLRumba2.png,Pink,No,2600,650,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,Salopette,L
룸바 드레스,rumba dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHRumba0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHRumba0.png,Red,No,2600,650,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,A-long,H
룸바 드레스,rumba dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHRumba1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHRumba1.png,Orange,No,2600,650,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,A-long,H
룸바 드레스,rumba dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHRumba2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHRumba2.png,Pink,No,2600,650,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,A-long,H
마린 원피스,sailor-collar dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMarine0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMarine0.png,White,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,everyday; fairy tale; vacation,For sale,Balloon,H
마린 원피스,sailor-collar dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMarine1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMarine1.png,Navy blue,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,everyday; fairy tale; vacation,For sale,Balloon,H
마린 원피스,sailor-collar dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMarine2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMarine2.png,Blue,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,everyday; fairy tale; vacation,For sale,Balloon,H
마린 원피스,sailor-collar dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMarine3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMarine3.png,Pink,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,everyday; fairy tale; vacation,For sale,Balloon,H
사리,sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally0.png,Garnet,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale,B-long,H
사리,sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally1.png,Aquamarine,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale,B-long,H
사리,sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally2.png,Topaz,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale,B-long,H
사리,sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally3.png,Amethyst,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale,B-long,H
새틴 원피스,satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin0.png,Green,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,formal; party; theatrical,For sale,Balloon,N
새틴 원피스,satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin1.png,Blue,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,formal; party; theatrical,For sale,Balloon,N
새틴 원피스,satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin2.png,Berry red,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,formal; party; theatrical,For sale,Balloon,N
새틴 원피스,satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin3.png,Purple,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,formal; party; theatrical,For sale,Balloon,N
새틴 원피스,satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin4.png,Pink,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,formal; party; theatrical,For sale,Balloon,N
둥근 칼라 버튼 원피스,school smock,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLSchoolsmockNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLSchoolsmockNavy.png,Blue,No,2000,500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal,For sale,Box,L
경찰복,security uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLPoliceNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPoliceNavy.png,Navy blue,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,formal; work,For sale,Overall,L
숄을 두른 원피스,shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl0.png,Black,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
숄을 두른 원피스,shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl1.png,Ochre,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
숄을 두른 원피스,shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl2.png,Green,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
숄을 두른 원피스,shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl3.png,Red,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; comfy,For sale,Rib,L
양 의상,sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep0.png,White,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
양 의상,sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep1.png,Pink,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
양 의상,sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep2.png,Light blue,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
양 의상,sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep3.png,Brown,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
조개 드레스,shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid0.png,Pink,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
조개 드레스,shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid1.png,Blue,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
조개 드레스,shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid2.png,Yellow,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
조개 드레스,shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid3.png,Mint,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
조개 드레스,shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid4.png,Red,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
조개 드레스,shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid5.png,Purple,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N
셔츠 원피스,shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt0.png,Navy blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
셔츠 원피스,shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt1.png,Beige,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
셔츠 원피스,shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt2.png,Olive,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
반바지 점프 수트,shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison0.png,Brown,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
반바지 점프 수트,shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison1.png,Light blue,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
반바지 점프 수트,shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison2.png,Blue,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
반바지 점프 수트,shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison3.png,Pink,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
반바지 점프 수트,shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison4.png,Black,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; vacation,For sale,Salopette,N
심플한 체크 원피스,simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid0.png,Pink,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; vacation,For sale,A-line,N
심플한 체크 원피스,simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid1.png,Green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; vacation,For sale,A-line,N
심플한 체크 원피스,simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid2.png,Beige,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; vacation,For sale,A-line,N
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi0.png,Pale green,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi1.png,Wisteria,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi2.png,Pink,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi3.png,Indigo blue,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi4.png,Orange,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi5.png,Aqua,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi6.png,Yellow,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
나들이 기모노,simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi7.png,Gray,No,2480,620,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,formal; party,For sale,Kimono,L
심플 도트 원피스,simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot0.png,Red,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
심플 도트 원피스,simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot1.png,Yellow,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
심플 도트 원피스,simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot2.png,Light blue,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
심플 도트 원피스,simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot3.png,Green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
심플 도트 원피스,simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot4.png,Black,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
멜빵치마,skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt0.png,Red,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
멜빵치마,skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt1.png,Orange,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
멜빵치마,skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt2.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
멜빵치마,skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt3.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
멜빵치마,skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt4.png,Gray,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,H
하늘을 나는 달걀 옷,sky-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggsky0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggsky0.png,None,Yes,NFS,1200,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale,Rib,N
민소매 셔츠 원피스,sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt0.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
민소매 셔츠 원피스,sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt1.png,White,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
민소매 셔츠 원피스,sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt2.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
민소매 셔츠 원피스,sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt3.png,Lime,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,A-line,N
차이나 드레스,sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina0.png,Red,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
차이나 드레스,sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina1.png,Green,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
차이나 드레스,sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina2.png,Navy blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
차이나 드레스,sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina3.png,White,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
차이나 드레스,sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina4.png,Pink,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party,For sale,B-long,
