index,nameKor,nameJpn,nameEng,gender,birth,personality,species,phraseKor,phraseEng,coffeeBean,milkAmount,sugarCount,hobby,likeMusic,likeStyles,likeColors,wallPaper,floor,funitures,amiiboCardUrl,detailUrl,exteriorUrl,interiorUrl,iconUrl,posterUrl
31,크리스,クリス,Sheldon,m,02월 26일,운동광,다람쥐,땡글땡글,cardio,킬리만자로,살짝,1,Play,K.K.컨트리,Active#Cool,Green#Yellow,버섯숲 벽지,버섯숲 바닥,7142;7788;3806;4708;3805;805;4035;805;808;1870;3808;787,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_031.png?alt=media&token=acb48953-5d0a-41b4-adb8-9e0c7548e9b0,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_031_sheldon.png?alt=media&token=96f40601-b317-4aaa-970f-86a72ea3bb0e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_031_Sheldon.png?alt=media&token=86d8d983-a757-4211-bcd3-561229360caf,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_031_Sheldon.png?alt=media&token=35fa061f-0fb3-4264-97e3-94cf7f485be7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_031.png?alt=media&token=90905018-0678-4ab9-9d9e-14f7a76b178a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_031_Sheldon.png?alt=media&token=7add17c5-6a46-4b7f-8232-aa5ec24a9a40
32,글루민,グルミン,Bluebear,f,06월 24일,아이돌,아기곰,두근,peach,모카,듬뿍,3,Fashion,온리미,Cute#Simple,White#Blue,파란 심플 벽지,블루 도트 카펫 바닥,3995;3998;3997;3999;3624;4000;3996;4003;4002;4001,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_032.png?alt=media&token=474efb96-1665-4f20-a11f-3f7356589ec8,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_032_bluebear.png?alt=media&token=021210a6-5ac3-4046-acf1-147ade39e3e5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_032_Bluebear.png?alt=media&token=145c3e49-18dd-4753-a585-8bedd4dc9bc2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_032_Bluebear.png?alt=media&token=33f9106e-2566-4086-9bd2-a726150bbb4f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_032.png?alt=media&token=e9711008-2903-4d71-8f2e-26429333f768,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_032_Bluebear.png?alt=media&token=9810f4f2-2382-4c4c-93b1-c159c696a424
33,코코아,ピータン,Bill,m,02월 01일,운동광,오리,탕,quacko,킬리만자로,살짝,1,Play,K.K.차이나,Active#Active,Blue#Purple,나무 발 벽,대나무 바닥,717;3971;928;3972;7348;794;6031;7409;3970;710;3344;3344;7796;7797;7797;8415,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_033.png?alt=media&token=2c563b48-4f12-4168-932c-f60d969f565b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_033_bill.png?alt=media&token=c8c4b19c-590a-4d6e-ba3e-3a5d0448a0ae,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_033_Bill.png?alt=media&token=4dd6ecae-5070-4427-8d61-fd30196500a2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_033_Bill.png?alt=media&token=b3f08e47-bd36-4dcd-84ec-7819334adb00,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_033.png?alt=media&token=78778567-01de-4d5e-b000-fa4e7c5af7ec,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_033_Bill.png?alt=media&token=60769131-058a-4f1f-bf9d-321ebc415ee4
34,캐비어,キャビア,Kiki,f,10월 08일,친절함,고양이,뭐라지요,kitty cat,모카,살짝,1,Education,온리미,Simple#Simple,Brown#Beige,장난기 넘치는 벽지,하얀 심플 카펫 바닥,3950;1081;3952;8465;3271;4003;915;3270;3943,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_034.png?alt=media&token=f6453242-8bcf-4442-8dc3-b36532962a3a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_034_kiki.png?alt=media&token=0ab2d941-c04a-42fb-a077-789aa2b06c8b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_034_Kiki.png?alt=media&token=541f0e21-8a26-4495-b6a2-ca4e62a03a92,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_034_Kiki.png?alt=media&token=ef78001d-198e-4621-96b3-5f78914afe74,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_034.png?alt=media&token=6cdb295a-904c-418d-9afa-6f147fc7e945,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_034_Kiki.png?alt=media&token=3d2ff755-8069-4ddc-9241-aeceaa79497f
35,델리,デリー,Deli,m,05월 24일,먹보,원숭이,흠냐리,monch,블루마운틴,듬뿍,3,Nature,K.K.에튀드,Gorgeous#Elegant,Purple#Brown,파란 심플 벽지,파란 심플 카펫 바닥,4125;3584;929;3701;3702;2554;3490;3438;2560;2605;7134;4111;1411;4003;1850;7467,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_035.png?alt=media&token=5f349b98-507a-4f4b-ba66-5fae288342d2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_035_deli.png?alt=media&token=7b8f5caf-1a85-4dde-9b9f-c8df9bb61d7a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_035_Deli.png?alt=media&token=0b538bad-2629-49b5-bea8-2f98866d1fc6,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_035_Deli.png?alt=media&token=36a49e06-95c3-4951-a611-975cb01cdb12,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_035.png?alt=media&token=97c9a3f8-48cf-4ddf-8db4-80acff535040,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_035_Deli.png?alt=media&token=75787174-b715-4e5b-8afd-a08b7580ec5c
36,크로크,クロコ,Alli,f,11월 08일,성숙함,악어,얘야,it'sa me,모카,적당히,2,Fashion,K.K.소울,Gorgeous#Elegant,Yellow#Brown,울창한 숲 벽,로즈우드 바닥,4051;4054;790;4046;4049;4053;1836;4052;4014;3775,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_036.png?alt=media&token=fbfce29d-b474-4648-ac9b-2f660240aee9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_036_alli.png?alt=media&token=f3775e18-2fff-47b3-99de-cceafa4a9621,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_036_Alli.png?alt=media&token=fef03c2f-ee66-4605-8ee9-9b0907f8e12d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_036_Alli.png?alt=media&token=7ff093f8-ebe7-4e81-9fda-cc346aa1193a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_036.png?alt=media&token=7a7eda88-fdf8-43c9-86ce-19679158a890,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_036_Alli.png?alt=media&token=23767859-116d-46c3-8f8d-93cdedd447fc
37,가북희,かぶきち,Kabuki,m,11월 29일,무뚝뚝,고양이,꺄,meooo-OH,블루마운틴,적당히,2,Music,K.K.샤미센 연주곡,Simple#Simple,Purple#Red,씨름판 벽,일본식 바닥,3553;3553;2775;3230;4008;3580;725;5636,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_037.png?alt=media&token=1d280d80-ffd3-4cb2-890a-4d35ee405e59,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_037_kabuki.png?alt=media&token=37c5101f-f011-4bfc-b8c1-a150bb23a468,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_037_Kabuki.png?alt=media&token=1b914964-6095-42b5-80ff-f29da12e6c72,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_037_Kabuki.png?alt=media&token=ce75ec29-1fd2-42c0-89cb-a2697f92066e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_037.png?alt=media&token=9461edd0-31f6-4127-a31e-c7ae0926d0d1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_037_Kabuki.png?alt=media&token=9a98af39-20b0-4e47-95b1-f77266b49836
38,밀크,カルピ,Patty,f,05월 10일,아이돌,암소,음메,how-now,킬리만자로,적당히,2,Fashion,K.K.칼립소,Simple#Cute,Orange#Red,뒷마당 벽,풀꽃 카펫 바닥,865;1620;7142;3396;1778;2586;1829,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_038.png?alt=media&token=80cf331e-9a48-41e1-9b55-8fd4f63373c2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_038_patty.png?alt=media&token=8a4b4e0a-583d-4e96-b625-9db44b280697,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_038_Patty.png?alt=media&token=70bfa04a-6bae-4a41-bb9b-a3384deddb17,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_038_Patty.png?alt=media&token=95f1388c-9e74-493b-b108-ac3f6f8f4ff1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_038.png?alt=media&token=9975bf78-7a93-472a-9626-75c584eb74ee,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_038_Patty.png?alt=media&token=30649c4d-21be-40e7-8c3a-49ddaf9e73ae
39,딩요,ジーニョ,Jitters,f,02월 02일,운동광,새,삼바,bzzert,킬리만자로,없음,0,Fitness,K.K.할리우드,Active#Active,Yellow#Orange,스타디움 벽,잔디밭 바닥,2010;2010;7264;2020;1149,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_039.png?alt=media&token=93307d16-8564-479d-b75c-01b8d8d8c089,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_039_jitters.png?alt=media&token=8495d753-8808-4501-a388-2ed96ffd127c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_039_Jitters.png?alt=media&token=e7f363b7-5936-4e4a-90e6-2f9393e8756d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_039_Jitters.png?alt=media&token=030e19b8-85f6-47e7-b51f-13570a46eb03,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_039.png?alt=media&token=5b299f24-db62-4d75-821c-bb319ce90976,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_039_Jitters.png?alt=media&token=eeaa8b5a-6da6-43b7-a88c-4e17539b24ea
40,린다,リンダ,Gigi,f,08월 11일,성숙함,개구리,베이비,ribette,킬리만자로,없음,0,Fashion,K.K.스윙,Gorgeous#Elegant,Black#White,보라 장미 벽지,퍼플 모로칸 타일 바닥,7235;3683;998;4080;4015;1227;3951;4048;794;10244;3428,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_040.png?alt=media&token=7b70ef4a-6f7b-42ba-9563-4d26bcbf1007,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_040_gigi.png?alt=media&token=8d5fdc4c-d7e0-4fcc-8a06-8aa8f2b8b853,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_040_Gigi.png?alt=media&token=48d1e14b-fd55-4ea4-8db9-bfbd4f004616,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_040_Gigi.png?alt=media&token=f774d834-27be-46ab-9bbf-b9514cc050a2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_040.png?alt=media&token=bf4406af-e44c-48db-8ebc-226e0f1dfcc1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_040_Gigi.png?alt=media&token=b17aada8-effc-4fd5-a789-8cbd20e284f9
41,덕근,タックン,Quillson,m,12월 22일,느끼함,오리,리얼리,ridukulous,킬리만자로,살짝,1,Music,K.K.그루브,Elegant#Cool,Beige#Orange,짙은 색 나무로 짠 벽,보라 심플 카펫 바닥,4129;4052;937;4130;7868;4053;4054;941;2250;793,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_041.png?alt=media&token=38040c47-7bc1-4aa0-8b5d-d879f395215f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_041_quillson.png?alt=media&token=6fb466a1-6a37-433d-a257-e61c98c490ce,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_041_Quillson.png?alt=media&token=7e2e466e-8bd0-43e7-b949-52d2b6580084,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_041_Quillson.png?alt=media&token=f08b9179-287c-4cd0-bab2-2df462d81f0a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_041.png?alt=media&token=40feb598-6eee-43f9-b541-dee1f83776a7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_041_Quillson.png?alt=media&token=0b8ccfab-e648-40ba-997a-1685cb7336c1
42,마리아,マリア,Marcie,f,05월 31일,친절함,캥거루,좋아요,pouches,모카,없음,0,Nature,K.K.마리아,Cute#Elegant,Pink#Beige,핑크 퀼트 벽,레드우드 마룻바닥,7134;7336;3616;7531;2740;4109;88;2560;7132;4003;3305;9542;3996;9565,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_042.png?alt=media&token=8dfbe298-8fda-4523-b863-51fc983b94e2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_042_marcie.png?alt=media&token=e74462cc-649d-4bb0-9f13-43e8ebbfbcaf,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_042_Marcie.png?alt=media&token=ed9edc56-cbcc-45b3-bba1-9af11629eb1e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_042_Marcie.png?alt=media&token=e13eb4ca-3eb1-45cc-bbf0-a436c958f312,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_042.png?alt=media&token=12aba2dc-df99-4b89-a89f-36b87a0fdd79,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_042_Marcie.png?alt=media&token=2ecd2977-dbf3-4741-b88b-f29293e8265d
43,하키,ホッケー,Puck,m,02월 21일,먹보,펭귄,엣취,brrrrrrrrr,블렌드,살짝,1,Fitness,K.K.행진곡,Active#Simple,Blue#Red,아이스 벽,아이스 바닥,1452;3498;7281;4078;4013;7653;787;4015;290;287;3505;7800,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_043.png?alt=media&token=6f2cec63-2bd3-4715-afc2-52dc932850ad,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_043_puck.png?alt=media&token=909df5f2-3e14-4dcc-abcf-0ce48a4b7755,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_043_Puck.png?alt=media&token=65a1363b-8b60-4a41-91cf-27a59f347ff5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_043_Puck.png?alt=media&token=287a61c3-c637-4710-9046-7cfe4424bb68,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_043.png?alt=media&token=f9a2bf6c-fdf4-4664-9e17-ef7cbb09bc9a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_043_Puck.png?alt=media&token=1be01200-bc54-409e-972b-52a0c9b4457f
44,젤리,シェリー,Shari,f,04월 10일,단순활발,원숭이,우끼네,cheeky,블렌드,없음,0,Music,팝K.K.,Cute#Active,Light blue#Yellow,퍼플 모로칸 타일 벽,로즈우드 바닥,4054;4053;4045;4051;3775;4046;4049;4048;4080;7235;3563,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_044.png?alt=media&token=6ffee3af-44d3-440d-81b7-c688938faac1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_044_shari.png?alt=media&token=8eaa05c4-5cae-4ba9-8993-ec28514948e4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_044_Shari.png?alt=media&token=38cc98e4-0c9b-4b44-b90c-8ccad4f3c639,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_044_Shari.png?alt=media&token=7e28d558-2872-499c-bbc2-9336ba6b7389,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_044.png?alt=media&token=16b10062-2c7b-42b2-905f-3652f1992c64,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_044_Shari.png?alt=media&token=05c8f019-5518-4811-8e8b-ab85e1b1e880
45,문복,おくたろう,Octavian,m,09월 20일,무뚝뚝,문어,쭉쭉,sucker,블렌드,없음,0,Play,드럼앤베이스,Cool#Simple,Black#White,별이 빛나는 벽,달표면 바닥,1439;5676;1441;1447;1445;1443,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_045.png?alt=media&token=026b7289-ab78-42dd-bb36-c010af4a5eb7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_045_octavian.png?alt=media&token=4f05b56d-04b6-416c-bb85-5a1e245bd749,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_045_Octavian.png?alt=media&token=a78bbcf9-20ba-416f-84fc-ef6feec0a975,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_045_Octavian.png?alt=media&token=82c9b9af-d8fa-4829-9930-9a30aa0601ba,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_045.png?alt=media&token=007777b5-3873-4ee2-a3f7-e940dec5d711,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_045_Octavian.png?alt=media&token=75722e07-fae5-4e5a-a6ac-c8f01a052043
46,카로틴,マキバスター,Winnie,f,01월 31일,아이돌,말,당근당근,hay-OK,모카,살짝,1,Fashion,K.K.컨트리,Cool#Simple,White#Gray,뒷마당 벽,잔디밭 바닥,1626;1626;5970;4003;3509;1620;1627;3467;1631;1170;1157,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_046.png?alt=media&token=23f86628-b320-42af-8c0b-3c4f4084f30f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_046_winnie.png?alt=media&token=52c86fea-103c-4e51-b059-240488f24780,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_046_Winnie.png?alt=media&token=c17682b7-25d1-4ef8-8d9d-0f0f89379d97,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_046_Winnie.png?alt=media&token=783a68d5-85a9-482f-8e2f-de66e9fce1b2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_046.png?alt=media&token=01b03d76-4c82-4b77-97ea-6f98afb5958c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_046_Winnie.png?alt=media&token=9724478d-ec97-401b-9a97-b6c938c41a38
47,금끼오,キンカク,Knox,m,11월 23일,무뚝뚝,닭,하앗,cluckling,블렌드,듬뿍,3,Education,K.K.찬송가,Elegant#Gorgeous,Brown#Red,궁전 벽,궁전 바닥,1081;5956;7348;7348;8825;8825;8825;8825;3772;3772;3772;3772;5959;794,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_047.png?alt=media&token=7b68635c-e319-4324-b83c-a9abb0f2a385,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_047_knox.png?alt=media&token=1f7cd85b-5f78-4370-af8c-c167476e9453,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_047_Knox.png?alt=media&token=0f2936e6-54be-4090-9da4-cea0c1b133a5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_047_Knox.png?alt=media&token=3cf0d2b3-cc24-4534-90d9-f05ae88c2501,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_047.png?alt=media&token=cf02dead-9332-44fc-86be-b73b4c11daac,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_047_Knox.png?alt=media&token=f6a15763-6bd1-4772-93f0-0fcffc0d52dd
48,은수리,ギンカク,Sterling,m,12월 11일,운동광,독수리,호옷,skraaaaw,킬리만자로,살짝,1,Fitness,무서운 노래,Simple#Elegant,Blue#Red,지하 감옥 벽,지하실 바닥,1266;3784;4026;8298;5931;5165;3992;5931;3783;1708;1750;7528;5165;1798,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_048.png?alt=media&token=39a5a244-4eae-4fe0-b9ad-ddb0d18c8928,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_048_sterling.png?alt=media&token=3283b176-1e30-486d-9df8-0e465bafb9ba,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_048_Sterling.png?alt=media&token=c5f0535c-1769-444e-9204-cfabf33b4495,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_048_Sterling.png?alt=media&token=b58da89f-8b0c-4116-ac87-ed3e2f1aa938,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_048.png?alt=media&token=dbfaf84e-c2da-4f67-8896-df1b903c4def,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_048_Sterling.png?alt=media&token=76df9b7d-7fed-449e-b94a-5bc66330259b
